x1,condition,binchoice,bincorrect,binrt,x2,xavg,estim,estrt,trial,block,session,subj
10,-1,1,1,0.726,NaN,NaN,NaN,NaN,17,5,4,6
-10,1,-1,1,0.882,-20,-15,-18.14399,1.167,18,5,4,6
10,0,0,NaN,1.64,0,5,21.797,1.384,19,5,4,6
10,1,1,1,0.766,20,15,10.06943,0.851,20,5,4,6
-10,-1,-1,1,0.907,NaN,NaN,NaN,NaN,21,5,4,6
0,0,0,NaN,1.054,-20,-10,-4.14740999999998,1.867,22,5,4,6
-20,1,1,0,1.025,10,-5,8.57252,0.834,23,5,4,6
20,-1,1,1,0.789,NaN,NaN,NaN,NaN,24,5,4,6
10,0,0,NaN,0.986,-20,-5,-12.10658,2.134,25,5,4,6
20,-1,-1,0,0.774,NaN,NaN,NaN,NaN,27,5,4,6
-10,-1,-1,1,1.604,NaN,NaN,NaN,NaN,28,5,4,6
20,1,-1,0,0.515,20,20,-8.63069999999999,0.567,29,5,4,6
0,1,1,0,0.696,-20,-10,8.94069100000002,0.551,30,5,4,6
0,0,0,NaN,0.922,20,10,12.54437,1.301,31,5,4,6
10,1,1,1,0.811,10,10,-6.13475,0.801,32,5,4,6
20,0,0,NaN,1.018,20,20,14.36329,0.584,33,5,4,6
20,-1,1,1,0.707,NaN,NaN,NaN,NaN,34,5,4,6
-20,-1,-1,1,1.488,NaN,NaN,NaN,NaN,35,5,4,6
0,-1,1,0,0.7,NaN,NaN,NaN,NaN,36,5,4,6
10,0,0,NaN,0.943,0,5,-5.33826999999997,0.901,37,5,4,6
0,-1,-1,0,1.186,NaN,NaN,NaN,NaN,38,5,4,6
0,-1,-1,0,0.671,NaN,NaN,NaN,NaN,39,5,4,6
20,0,0,NaN,1.265,20,20,4.47302999999999,1.084,40,5,4,6
10,0,0,NaN,1.399,-20,-5,0.0752999999999986,0.517,41,5,4,6
10,1,1,1,0.744,-20,-5,-10.27303,0.701,42,5,4,6
-20,0,0,NaN,2.016,0,-10,-17.5474,0.634,43,5,4,6
-10,-1,-1,1,0.884,NaN,NaN,NaN,NaN,44,5,4,6
-20,0,0,NaN,1.515,0,-10,9.72631000000001,0.684,45,5,4,6
0,-1,-1,0,0.855,NaN,NaN,NaN,NaN,47,5,4,6
20,1,-1,0,0.756,10,15,-12.4327,0.634,48,5,4,6
20,0,0,NaN,1.28,20,20,-20.6056,2.201,49,5,4,6
10,-1,-1,0,0.777,NaN,NaN,NaN,NaN,50,5,4,6
10,-1,1,1,0.797,NaN,NaN,NaN,NaN,51,5,4,6
-20,-1,-1,1,0.453,NaN,NaN,NaN,NaN,52,5,4,6
10,0,0,NaN,0.954,10,10,10.88328,1.334,53,5,4,6
-20,0,0,NaN,1.405,10,-5,27.53999,1.301,54,5,4,6
0,-1,-1,0,2.006,NaN,NaN,NaN,NaN,55,5,4,6
0,0,0,NaN,0.873,-20,-10,-23.80094,0.917,56,5,4,6
10,1,-1,0,1.224,10,10,-10.74616,0.517,57,5,4,6
0,1,1,0,0.929,0,0,13.56313,1.051,58,5,4,6
0,-1,-1,0,1.57,NaN,NaN,NaN,NaN,59,5,4,6
20,0,0,NaN,1.005,10,15,-15.0419,0.851,60,5,4,6
0,0,0,NaN,0.762,20,10,11.65375,0.601,61,5,4,6
20,1,-1,0,0.698,0,10,-15.9325,0.784,62,5,4,6
-10,1,-1,1,1.126,10,0,0.0276299999999878,0.734,63,5,4,6
-20,-1,-1,1,1.399,NaN,NaN,NaN,NaN,64,5,4,6
10,-1,1,1,1.276,NaN,NaN,NaN,NaN,65,5,4,6
-10,-1,1,0,0.841,NaN,NaN,NaN,NaN,66,5,4,6
-20,-1,-1,1,0.547,NaN,NaN,NaN,NaN,67,5,4,6
-10,0,0,NaN,1.567,0,-5,-10.1677,0.834,68,5,4,6
20,-1,-1,0,0.832,NaN,NaN,NaN,NaN,69,5,4,6
-20,1,-1,1,0.568,0,-10,-18.8511,0.751,1,1,5,6
20,-1,1,1,0.788,NaN,NaN,NaN,NaN,2,1,5,6
0,-1,-1,0,0.493,NaN,NaN,NaN,NaN,3,1,5,6
-20,1,-1,1,1.418,10,-5,-12.0644,1.217,4,1,5,6
0,1,-1,0,0.496,20,10,-14.49626,0.884,5,1,5,6
-20,1,-1,1,0.579,10,-5,-7.28163999999998,0.484,6,1,5,6
0,-1,1,0,0.602,NaN,NaN,NaN,NaN,7,1,5,6
20,0,0,NaN,1.09,0,10,2.41820000000001,1.101,8,1,5,6
0,0,0,NaN,1.222,-10,-5,8.1455,0.617,9,1,5,6
20,1,1,1,0.881,20,20,9.66244,0.851,10,1,5,6
-10,1,-1,1,1.536,-20,-15,9.91579999999999,0.751,11,1,5,6
-20,0,0,NaN,1.114,0,-10,-7.84399999999999,1.734,12,1,5,6
-10,1,1,0,1.745,0,-5,0.0129799999999705,1.384,13,1,5,6
-10,1,-1,1,1.464,-20,-15,-7.37299999999999,0.634,14,1,5,6
-10,1,-1,1,0.576,10,0,0.09020000000001,0.201,15,1,5,6
10,1,-1,0,1.461,-10,0,-9.37914000000001,0.751,16,1,5,6
10,1,-1,0,1.879,10,10,9.46080000000001,0.617,17,1,5,6
-10,1,-1,1,1.762,0,-5,-10.39906,0.534,18,1,5,6
20,1,-1,0,1.287,10,15,6.4349,0.634,19,1,5,6
0,-1,-1,0,0.89,NaN,NaN,NaN,NaN,20,1,5,6
-10,-1,-1,1,1.282,NaN,NaN,NaN,NaN,21,1,5,6
-20,1,-1,1,0.829,0,-10,-17.3952,0.484,22,1,5,6
-10,-1,-1,1,0.68,NaN,NaN,NaN,NaN,23,1,5,6
0,-1,1,0,0.558,NaN,NaN,NaN,NaN,24,1,5,6
0,-1,1,0,0.626,NaN,NaN,NaN,NaN,25,1,5,6
-10,-1,-1,1,0.833,NaN,NaN,NaN,NaN,26,1,5,6
-20,-1,-1,1,0.48,NaN,NaN,NaN,NaN,27,1,5,6
10,-1,1,1,0.595,NaN,NaN,NaN,NaN,28,1,5,6
0,1,-1,0,0.517,-10,-5,-12.7301,0.751,29,1,5,6
-10,1,-1,1,0.909,20,5,-21.0271,1.834,30,1,5,6
-10,1,-1,1,0.947,10,0,-13.45463,0.784,31,1,5,6
0,-1,1,0,1.722,NaN,NaN,NaN,NaN,32,1,5,6
-10,-1,1,0,1.251,NaN,NaN,NaN,NaN,33,1,5,6
20,0,0,NaN,1.094,10,15,-7.53280000000001,0.767,34,1,5,6
-10,0,0,NaN,0.925,-10,-10,8.85834999999997,1.901,35,1,5,6
-10,0,0,NaN,1.887,-10,-10,-7.875,2.084,36,1,5,6
0,-1,-1,0,1.505,NaN,NaN,NaN,NaN,38,1,5,6
0,1,-1,0,0.882,-10,-5,-10.0362,0.534,39,1,5,6
20,0,0,NaN,0.998,0,10,12.30042,1.067,40,1,5,6
-20,-1,-1,1,0.695,NaN,NaN,NaN,NaN,41,1,5,6
-10,1,1,0,0.742,20,5,8.340192,1.134,43,1,5,6
-10,-1,-1,1,0.871,NaN,NaN,NaN,NaN,44,1,5,6
0,-1,1,0,0.567,NaN,NaN,NaN,NaN,45,1,5,6
0,1,1,0,0.598,-20,-10,11.38389,1.684,46,1,5,6
10,-1,-1,0,1.031,NaN,NaN,NaN,NaN,48,1,5,6
10,-1,1,1,0.749,NaN,NaN,NaN,NaN,49,1,5,6
0,-1,-1,0,0.83,NaN,NaN,NaN,NaN,50,1,5,6
-10,1,1,0,1.399,-20,-15,-3.4273,1.367,51,1,5,6
-10,1,-1,1,0.963,20,5,-9.48521,1.034,53,1,5,6
20,1,1,1,0.555,20,20,15.54604,0.701,54,1,5,6
0,-1,-1,0,0.702,NaN,NaN,NaN,NaN,55,1,5,6
10,0,0,NaN,1.552,0,5,-14.926,0.917,56,1,5,6
0,0,0,NaN,1.035,10,5,-18.1385,0.617,57,1,5,6
-10,-1,-1,1,1.326,NaN,NaN,NaN,NaN,58,1,5,6
-10,0,0,NaN,1.365,0,-5,15.63209,0.817,61,1,5,6
10,-1,-1,0,1.609,NaN,NaN,NaN,NaN,62,1,5,6
10,0,0,NaN,1.272,20,15,-19.0033,0.834,63,1,5,6
-10,1,-1,1,1.215,-10,-10,-15.0318,0.684,64,1,5,6
20,1,-1,0,0.563,10,15,-0.170000000000016,0.384,65,1,5,6
0,0,0,NaN,0.986,0,0,13.29814,0.901,66,1,5,6
10,1,-1,0,1.166,0,5,-0.0928000000000111,0.701,67,1,5,6
10,-1,1,1,0.492,NaN,NaN,NaN,NaN,68,1,5,6
-20,0,0,NaN,1.055,10,-5,-11.50405,1.134,69,1,5,6
0,-1,1,0,0.666,NaN,NaN,NaN,NaN,1,2,5,6
-10,0,0,NaN,0.923,20,5,-14.38895,0.451,2,2,5,6
-20,-1,-1,1,0.835,NaN,NaN,NaN,NaN,3,2,5,6
20,-1,1,1,0.799,NaN,NaN,NaN,NaN,4,2,5,6
-20,1,-1,1,0.643,0,-10,-15.88658,1.234,5,2,5,6
-10,1,-1,1,0.598,0,-5,-8.1524,1.101,6,2,5,6
10,0,0,NaN,0.909,0,5,-10.97416,0.651,7,2,5,6
10,-1,-1,0,1.044,NaN,NaN,NaN,NaN,8,2,5,6
10,1,1,1,0.857,-10,0,12.8512,0.451,9,2,5,6
0,-1,1,0,0.716,NaN,NaN,NaN,NaN,10,2,5,6
-10,1,-1,1,0.397,10,0,-14.84931,1.051,11,2,5,6
-10,0,0,NaN,0.933,10,0,-7.06059999999999,0.801,12,2,5,6
10,0,0,NaN,0.987,10,10,13.9128,0.601,13,2,5,6
-10,-1,-1,1,1.151,NaN,NaN,NaN,NaN,14,2,5,6
0,1,-1,0,0.553,20,10,-9.2355,0.634,15,2,5,6
20,0,0,NaN,1.424,10,15,-0.24308000000002,0.251,16,2,5,6
-10,0,0,NaN,0.893,20,5,-16.79989,1.117,17,2,5,6
-10,1,-1,1,1.802,-10,-10,8.09389999999999,0.951,18,2,5,6
0,0,0,NaN,1.61,-10,-5,26.1104,0.601,19,2,5,6
10,1,-1,0,1.509,10,10,-10.1169,0.751,20,2,5,6
-10,0,0,NaN,1.199,-20,-15,20.6755,1.434,21,2,5,6
0,-1,1,0,1.945,NaN,NaN,NaN,NaN,23,2,5,6
20,1,-1,0,1.611,20,20,14.1431,0.951,25,2,5,6
20,0,0,NaN,1.257,-10,5,9.2791,0.751,26,2,5,6
-10,1,1,0,1.313,-10,-10,7.41380000000001,1.217,27,2,5,6
10,0,0,NaN,0.948,-10,0,-11.9439,0.567,28,2,5,6
20,-1,1,1,1.204,NaN,NaN,NaN,NaN,29,2,5,6
10,-1,1,1,0.535,NaN,NaN,NaN,NaN,30,2,5,6
10,0,0,NaN,0.896,20,15,-22.30508,1.151,31,2,5,6
10,-1,-1,0,1.434,NaN,NaN,NaN,NaN,32,2,5,6
-10,0,0,NaN,1.192,0,-5,-5.624,1.417,33,2,5,6
20,-1,-1,0,0.68,NaN,NaN,NaN,NaN,34,2,5,6
10,0,0,NaN,1.253,0,5,14.4091,0.551,35,2,5,6
20,0,0,NaN,1.036,-10,5,12.8221,0.584,36,2,5,6
0,1,1,0,1.158,-10,-5,14.2471,0.634,37,2,5,6
10,-1,1,1,0.977,NaN,NaN,NaN,NaN,38,2,5,6
-10,1,-1,1,0.949,10,0,-16.86009,0.667,39,2,5,6
-20,-1,1,0,0.733,NaN,NaN,NaN,NaN,40,2,5,6
20,1,-1,0,0.83,10,15,11.6684,0.801,41,2,5,6
20,-1,1,1,0.722,NaN,NaN,NaN,NaN,42,2,5,6
20,0,0,NaN,1.473,0,10,-10.60127,1.417,43,2,5,6
20,0,0,NaN,0.751,20,20,6.14580000000001,0.951,45,2,5,6
0,0,0,NaN,0.91,0,0,-13.56505,0.934,46,2,5,6
-20,1,-1,1,1.035,10,-5,-9.1497,1.867,47,2,5,6
-10,-1,-1,1,0.852,NaN,NaN,NaN,NaN,48,2,5,6
10,0,0,NaN,0.906,20,15,13.6881,0.917,49,2,5,6
0,0,0,NaN,0.875,10,5,-23.70212,0.601,50,2,5,6
10,-1,1,1,0.694,NaN,NaN,NaN,NaN,51,2,5,6
0,1,-1,0,1.171,-20,-10,-15.0255,0.684,52,2,5,6
-20,1,-1,1,0.864,10,-5,-11.6355,0.634,54,2,5,6
-20,-1,1,0,0.977,NaN,NaN,NaN,NaN,55,2,5,6
0,1,-1,0,0.528,20,10,-5.9829,0.634,56,2,5,6
0,1,-1,0,0.435,10,5,-0.195699999999988,0.334,57,2,5,6
0,-1,-1,0,0.947,NaN,NaN,NaN,NaN,59,2,5,6
-20,1,-1,1,0.853,0,-10,-12.9929,1.184,60,2,5,6
20,-1,-1,0,0.564,NaN,NaN,NaN,NaN,61,2,5,6
10,0,0,NaN,1.194,20,15,5.83086000000003,2.101,62,2,5,6
20,0,0,NaN,0.823,10,15,11.5501,0.467,64,2,5,6
-10,-1,1,0,1.591,NaN,NaN,NaN,NaN,65,2,5,6
10,0,0,NaN,1.819,-20,-5,-9.20160000000001,1.117,66,2,5,6
-10,0,0,NaN,0.819,-10,-10,13.45553,0.651,67,2,5,6
-10,0,0,NaN,0.911,10,0,-10.1301,0.634,68,2,5,6
-20,1,1,0,0.881,10,-5,11.87241,1.001,2,3,5,6
-20,0,0,NaN,0.849,-10,-15,-21.36283,0.551,3,3,5,6
10,0,0,NaN,1.238,10,10,6.27440000000001,0.917,4,3,5,6
10,-1,1,1,1.077,NaN,NaN,NaN,NaN,5,3,5,6
10,1,-1,0,0.633,0,5,-11.9807,0.901,6,3,5,6
-10,-1,-1,1,0.595,NaN,NaN,NaN,NaN,7,3,5,6
0,0,0,NaN,1.138,0,0,4.94702000000001,2.034,8,3,5,6
0,-1,-1,0,1.675,NaN,NaN,NaN,NaN,9,3,5,6
0,0,0,NaN,0.922,20,10,9.6388,0.601,10,3,5,6
-20,1,1,0,0.531,-20,-20,6.59998000000002,0.667,11,3,5,6
10,0,0,NaN,1.048,-10,0,9.09233999999998,0.817,12,3,5,6
10,-1,-1,0,0.576,NaN,NaN,NaN,NaN,13,3,5,6
0,1,-1,0,0.8,-10,-5,-11.5864,0.801,15,3,5,6
-20,-1,1,0,0.452,NaN,NaN,NaN,NaN,16,3,5,6
-20,1,-1,1,0.501,-20,-20,-9.1148,0.817,17,3,5,6
-20,1,1,0,0.685,-10,-15,8.21249,1.151,19,3,5,6
10,0,0,NaN,1.379,-20,-5,9.71712000000002,0.634,21,3,5,6
0,0,0,NaN,1.076,-10,-5,-14.0635,1.051,22,3,5,6
10,1,1,1,1.597,10,10,13.07671,1.351,23,3,5,6
-10,1,1,0,0.645,-10,-10,23.82099,1.501,24,3,5,6
-20,-1,-1,1,0.577,NaN,NaN,NaN,NaN,25,3,5,6
10,-1,-1,0,0.583,NaN,NaN,NaN,NaN,26,3,5,6
20,-1,-1,0,0.666,NaN,NaN,NaN,NaN,27,3,5,6
20,1,1,1,0.714,0,10,0.0187599999999861,2.034,28,3,5,6
-20,1,1,0,0.572,-20,-20,7.16694999999999,0.984,30,3,5,6
-10,1,1,0,0.715,0,-5,16.75096,1.534,31,3,5,6
10,0,0,NaN,1.873,-20,-5,-12.3097,0.751,32,3,5,6
-10,0,0,NaN,0.986,20,5,7.78700000000001,0.817,33,3,5,6
-20,1,-1,1,1.418,-10,-15,-13.59978,0.817,34,3,5,6
-20,0,0,NaN,1.102,-20,-20,-19.3322,0.584,35,3,5,6
20,1,-1,0,0.934,0,10,-15.1118,0.584,36,3,5,6
10,1,1,1,0.567,-10,0,6.17574000000002,0.917,37,3,5,6
-10,-1,-1,1,0.466,NaN,NaN,NaN,NaN,38,3,5,6
10,1,1,1,0.686,0,5,19.41843,0.767,39,3,5,6
0,1,1,0,0.857,0,0,10.089162,2.234,40,3,5,6
0,0,0,NaN,1.859,-20,-10,-14.1139,0.651,41,3,5,6
10,-1,1,1,0.974,NaN,NaN,NaN,NaN,42,3,5,6
20,1,1,1,0.777,-10,5,-0.059410000000014,0.617,43,3,5,6
-10,-1,1,0,0.79,NaN,NaN,NaN,NaN,44,3,5,6
20,0,0,NaN,1.816,20,20,-14.7429,0.667,45,3,5,6
-20,0,0,NaN,1.098,10,-5,-0.0774999999999864,0.834,46,3,5,6
0,1,-1,0,1.55,-10,-5,-9.95750000000001,0.901,48,3,5,6
0,-1,1,0,0.68,NaN,NaN,NaN,NaN,50,3,5,6
10,0,0,NaN,1.683,-20,-5,-6.01509999999999,0.767,51,3,5,6
10,-1,-1,0,0.676,NaN,NaN,NaN,NaN,52,3,5,6
10,-1,-1,0,1.543,NaN,NaN,NaN,NaN,53,3,5,6
10,1,-1,0,0.467,-20,-5,-10.67,0.934,54,3,5,6
20,0,0,NaN,1.312,10,15,-12.07656,1.401,55,3,5,6
0,-1,-1,0,0.763,NaN,NaN,NaN,NaN,56,3,5,6
20,1,1,1,0.82,10,15,26.913,2.034,57,3,5,6
-10,0,0,NaN,1.222,-10,-10,-20.1565000000001,1.317,58,3,5,6
-20,-1,1,0,0.562,NaN,NaN,NaN,NaN,60,3,5,6
-10,1,1,0,0.715,20,5,16.99262,0.717,61,3,5,6
20,1,-1,0,0.995,20,20,-15.18612,1.334,62,3,5,6
20,0,0,NaN,1.477,0,10,-10.9041,1.484,63,3,5,6
10,1,-1,0,1.037,-20,-5,-33.0556,1.667,65,3,5,6
-10,-1,1,0,1.326,NaN,NaN,NaN,NaN,66,3,5,6
-20,1,1,0,1.094,-10,-15,21.23227,1.917,67,3,5,6
20,-1,-1,0,0.48,NaN,NaN,NaN,NaN,69,3,5,6
20,1,-1,0,0.679,20,20,-13.4349,1.417,1,4,5,6
-10,0,0,NaN,0.716,20,5,-14.03288,1.101,3,4,5,6
10,1,1,1,0.886,0,5,13.69489,0.851,4,4,5,6
20,-1,1,1,0.669,NaN,NaN,NaN,NaN,5,4,5,6
-10,-1,-1,1,0.564,NaN,NaN,NaN,NaN,6,4,5,6
0,0,0,NaN,1.367,10,5,-13.35049,0.551,7,4,5,6
10,1,-1,0,0.87,10,10,-6.15350000000001,1.001,8,4,5,6
20,-1,1,1,0.578,NaN,NaN,NaN,NaN,9,4,5,6
-20,-1,-1,1,0.613,NaN,NaN,NaN,NaN,10,4,5,6
-10,-1,-1,1,1.607,NaN,NaN,NaN,NaN,12,4,5,6
0,1,-1,0,0.934,10,5,-11.91388,0.667,13,4,5,6
10,-1,-1,0,1.058,NaN,NaN,NaN,NaN,14,4,5,6
-10,0,0,NaN,1.136,0,-5,-5.42586,0.851,15,4,5,6
20,-1,-1,0,0.641,NaN,NaN,NaN,NaN,16,4,5,6
10,-1,1,1,0.673,NaN,NaN,NaN,NaN,17,4,5,6
-10,-1,-1,1,1.187,NaN,NaN,NaN,NaN,19,4,5,6
-20,0,0,NaN,1.341,10,-5,-8.5958,2.517,20,4,5,6
20,1,-1,0,0.842,0,10,-7.8613,0.751,21,4,5,6
20,1,-1,0,0.68,0,10,-10.67321,0.534,22,4,5,6
20,1,-1,0,0.588,0,10,3.4863,1.617,23,4,5,6
10,1,1,1,0.551,-20,-5,-4.39400000000001,0.834,24,4,5,6
0,1,-1,0,0.515,10,5,-0.024249999999995,0.984,25,4,5,6
-20,-1,-1,1,0.594,NaN,NaN,NaN,NaN,26,4,5,6
20,-1,1,1,1.489,NaN,NaN,NaN,NaN,27,4,5,6
20,1,-1,0,0.565,-10,5,-10.2275,0.951,28,4,5,6
20,0,0,NaN,1.007,-10,5,-11.38671,1.934,29,4,5,6
0,1,1,0,1.046,10,5,14.869898,0.551,30,4,5,6
-20,-1,1,0,0.926,NaN,NaN,NaN,NaN,31,4,5,6
-20,-1,1,0,0.741,NaN,NaN,NaN,NaN,32,4,5,6
-10,0,0,NaN,0.919,0,-5,-13.3402,0.734,34,4,5,6
-20,-1,-1,1,0.974,NaN,NaN,NaN,NaN,35,4,5,6
20,0,0,NaN,1.076,-10,5,-9.17228999999998,0.684,36,4,5,6
0,-1,-1,0,1.23,NaN,NaN,NaN,NaN,37,4,5,6
10,1,1,1,0.702,-20,-5,13.6191,1.001,38,4,5,6
10,1,1,1,1.658,10,10,9.57013999999998,1.067,40,4,5,6
-20,0,0,NaN,1.413,0,-10,-7.16847999999999,1.551,41,4,5,6
-10,0,0,NaN,0.855,10,0,6.77564999999998,0.751,42,4,5,6
-20,0,0,NaN,1.22,10,-5,-17.0546,1.267,43,4,5,6
-10,-1,-1,1,1.241,NaN,NaN,NaN,NaN,45,4,5,6
-20,-1,-1,1,1.043,NaN,NaN,NaN,NaN,46,4,5,6
0,0,0,NaN,1.12,20,10,-27.5201,4.6,47,4,5,6
0,1,-1,0,1.411,20,10,-22.71,1.067,50,4,5,6
-10,-1,1,0,1.032,NaN,NaN,NaN,NaN,51,4,5,6
-20,0,0,NaN,1.201,-10,-15,-42.7019,3.067,52,4,5,6
-20,-1,-1,1,0.764,NaN,NaN,NaN,NaN,53,4,5,6
-20,-1,-1,1,0.633,NaN,NaN,NaN,NaN,54,4,5,6
0,-1,-1,0,0.691,NaN,NaN,NaN,NaN,55,4,5,6
-10,-1,-1,1,1.099,NaN,NaN,NaN,NaN,57,4,5,6
-10,1,-1,1,0.56,10,0,-8.09370000000001,1.851,58,4,5,6
20,-1,-1,0,1.626,NaN,NaN,NaN,NaN,60,4,5,6
-20,-1,-1,1,0.487,NaN,NaN,NaN,NaN,61,4,5,6
-20,1,-1,1,0.472,0,-10,-12.28487,0.734,62,4,5,6
10,1,-1,0,1.259,20,15,-19.9611,1.167,63,4,5,6
-10,-1,1,0,1.052,NaN,NaN,NaN,NaN,66,4,5,6
-20,-1,1,0,0.889,NaN,NaN,NaN,NaN,67,4,5,6
10,-1,-1,0,0.687,NaN,NaN,NaN,NaN,68,4,5,6
20,-1,-1,0,0.817,NaN,NaN,NaN,NaN,69,4,5,6
20,1,-1,0,1.079,-10,5,-21.7508,1.967,1,5,5,6
0,1,-1,0,1.065,10,5,-16.79888,0.684,2,5,5,6
0,1,-1,0,0.679,0,0,-14,0.884,3,5,5,6
-10,0,0,NaN,0.965,-20,-15,-7.7921,0.584,4,5,5,6
-10,0,0,NaN,0.838,-20,-15,9.806511,0.634,5,5,5,6
-20,-1,1,0,1.144,NaN,NaN,NaN,NaN,7,5,5,6
0,0,0,NaN,0.904,10,5,10.82817,0.751,8,5,5,6
0,1,-1,0,1.95,0,0,-11.6278,0.584,9,5,5,6
0,-1,1,0,1.126,NaN,NaN,NaN,NaN,10,5,5,6
-20,0,0,NaN,2.004,-20,-20,-11.3925,0.651,11,5,5,6
-20,0,0,NaN,0.635,0,-10,-8.22809999999998,1.217,12,5,5,6
20,0,0,NaN,0.856,10,15,-11.7191,0.717,13,5,5,6
-10,-1,1,0,0.941,NaN,NaN,NaN,NaN,14,5,5,6
20,-1,-1,0,0.776,NaN,NaN,NaN,NaN,16,5,5,6
10,-1,-1,0,0.772,NaN,NaN,NaN,NaN,17,5,5,6
-20,1,-1,1,0.512,-10,-15,-30.65332,0.617,18,5,5,6
-10,0,0,NaN,1.547,10,0,-6.34796,0.517,19,5,5,6
10,1,-1,0,0.895,20,15,-12.0935,0.601,20,5,5,6
0,-1,-1,0,0.808,NaN,NaN,NaN,NaN,21,5,5,6
20,1,-1,0,0.737,-10,5,-15.029,1.234,22,5,5,6
0,0,0,NaN,1.153,10,5,-13.8303,1.534,23,5,5,6
-10,1,-1,1,1.528,0,-5,-4.02879999999999,1.651,24,5,5,6
10,1,1,1,0.909,0,5,13.4518,0.451,25,5,5,6
-10,1,-1,1,0.865,20,5,0.075019999999995,1.951,26,5,5,6
-20,1,1,0,0.799,-20,-20,-4.97762,0.817,27,5,5,6
10,1,-1,0,0.593,-10,0,-17.7994,0.817,28,5,5,6
-20,-1,-1,1,0.857,NaN,NaN,NaN,NaN,30,5,5,6
-20,0,0,NaN,1.224,-10,-15,-15.60129,0.934,31,5,5,6
20,-1,-1,0,1.738,NaN,NaN,NaN,NaN,32,5,5,6
10,-1,-1,0,0.649,NaN,NaN,NaN,NaN,33,5,5,6
10,1,-1,0,0.789,20,15,-12.3475,0.767,34,5,5,6
0,0,0,NaN,0.961,20,10,-12.51555,0.917,35,5,5,6
-20,1,-1,1,1.107,-20,-20,-22.2558,0.617,36,5,5,6
10,0,0,NaN,1.419,-10,0,5.16919999999999,0.584,37,5,5,6
20,-1,1,1,0.951,NaN,NaN,NaN,NaN,39,5,5,6
10,1,-1,0,0.458,20,15,-22.4879,1.751,40,5,5,6
-10,0,0,NaN,1.561,-20,-15,16.71021,1.651,41,5,5,6
10,-1,-1,0,0.959,NaN,NaN,NaN,NaN,42,5,5,6
0,1,1,0,0.645,20,10,13.5258,1.001,43,5,5,6
-10,0,0,NaN,1.001,-10,-10,0.0652000000000044,0.351,44,5,5,6
0,-1,1,0,0.773,NaN,NaN,NaN,NaN,45,5,5,6
-10,1,1,0,0.687,-20,-15,19.18053,0.601,46,5,5,6
20,-1,-1,0,0.667,NaN,NaN,NaN,NaN,47,5,5,6
10,-1,-1,0,0.578,NaN,NaN,NaN,NaN,49,5,5,6
0,0,0,NaN,1.515,20,10,-6.98429999999999,2.134,50,5,5,6
20,-1,1,1,0.491,NaN,NaN,NaN,NaN,51,5,5,6
10,1,1,1,1.514,-10,0,13.38279,0.767,52,5,5,6
10,0,0,NaN,1.335,-10,0,12.65042,1.217,53,5,5,6
0,1,-1,0,0.975,-20,-10,-25.4589,3.584,54,5,5,6
-10,-1,-1,1,0.52,NaN,NaN,NaN,NaN,56,5,5,6
-10,-1,-1,1,0.557,NaN,NaN,NaN,NaN,57,5,5,6
-10,1,-1,1,1.165,-10,-10,0.00128999999998314,2.084,58,5,5,6
-10,-1,1,0,1.152,NaN,NaN,NaN,NaN,59,5,5,6
10,1,1,1,0.763,-20,-5,24.32954,1.684,61,5,5,6
0,-1,1,0,1.136,NaN,NaN,NaN,NaN,62,5,5,6
20,1,-1,0,0.609,10,15,0.0752999999999986,0.601,63,5,5,6
20,0,0,NaN,1.844,20,20,-0.553189999999972,0.651,64,5,5,6
-10,1,1,0,0.781,-20,-15,9.61726700000003,1.084,65,5,5,6
0,-1,1,0,0.576,NaN,NaN,NaN,NaN,66,5,5,6
-20,1,-1,1,0.624,-10,-15,-6.5333,5.75,67,5,5,6
10,-1,-1,0,0.589,NaN,NaN,NaN,NaN,68,5,5,6
0,0,0,NaN,0.958,0,0,8.25887399999999,1.351,1,1,6,6
20,0,0,NaN,1.598,20,20,-9.12129999999999,0.867,2,1,6,6
-20,1,1,0,1.186,-10,-15,11.98985,0.851,3,1,6,6
20,1,1,1,0.756,-10,5,-2.68415199999998,1.617,4,1,6,6
-10,0,0,NaN,1.002,10,0,-28.0678,0.801,5,1,6,6
10,0,0,NaN,0.862,10,10,14.6102388,1.067,6,1,6,6
0,-1,1,0,0.98,NaN,NaN,NaN,NaN,7,1,6,6
-20,0,0,NaN,0.89,0,-10,-7.37419,1.617,8,1,6,6
-10,0,0,NaN,1.637,0,-5,-12.5794,1.517,9,1,6,6
-10,-1,1,0,1.499,NaN,NaN,NaN,NaN,10,1,6,6
-10,1,-1,1,0.55,0,-5,-6.95910000000001,0.751,11,1,6,6
10,-1,-1,0,0.843,NaN,NaN,NaN,NaN,12,1,6,6
-20,1,-1,1,1.516,-20,-20,-4.8432,0.801,13,1,6,6
0,-1,-1,0,0.74,NaN,NaN,NaN,NaN,14,1,6,6
-20,1,-1,1,1.64,-20,-20,-10.42529,1.067,15,1,6,6
-20,1,-1,1,0.622,0,-10,-7.52753999999999,1.001,16,1,6,6
10,0,0,NaN,1.171,-10,0,-8.59880000000001,1.651,17,1,6,6
-20,-1,1,0,1.048,NaN,NaN,NaN,NaN,18,1,6,6
-10,1,1,0,0.606,-10,-10,6.08211,0.601,20,1,6,6
10,-1,-1,0,0.719,NaN,NaN,NaN,NaN,21,1,6,6
