x1,condition,binchoice,bincorrect,binrt,x2,xavg,estim,estrt,trial,block,session,subj
20,-1,1,1,0.547,NaN,NaN,NaN,NaN,46,4,11,2
20,1,1,1,0.5,10,15,-19.1333,0.501,47,4,11,2
10,-1,1,1,0.635,NaN,NaN,NaN,NaN,48,4,11,2
-10,1,-1,1,0.538,10,0,14.7352,0.401,49,4,11,2
20,0,0,NaN,0.696,0,10,-11.20997,0.717,50,4,11,2
10,-1,1,1,0.48,NaN,NaN,NaN,NaN,51,4,11,2
-20,1,-1,1,0.805,-10,-15,29.7078,1.317,52,4,11,2
0,-1,1,0,0.744,NaN,NaN,NaN,NaN,53,4,11,2
-10,0,0,NaN,0.622,-10,-10,-29.8251,0.567,54,4,11,2
10,1,1,1,0.729,-10,0,4.74652000000003,0.717,55,4,11,2
-20,0,0,NaN,0.632,-10,-15,33.9953,1.101,56,4,11,2
-10,-1,-1,1,0.537,NaN,NaN,NaN,NaN,57,4,11,2
10,-1,-1,0,0.503,NaN,NaN,NaN,NaN,58,4,11,2
10,-1,-1,0,0.52,NaN,NaN,NaN,NaN,59,4,11,2
-10,1,1,0,0.659,20,5,4.91061999999999,0.567,60,4,11,2
-20,0,0,NaN,0.629,10,-5,9.32954999999998,0.634,61,4,11,2
20,0,0,NaN,0.617,10,15,55.2026,1.467,62,4,11,2
-20,1,-1,1,0.664,0,-10,10.4124,0.601,63,4,11,2
-20,-1,-1,1,0.65,NaN,NaN,NaN,NaN,64,4,11,2
20,0,0,NaN,0.677,10,15,21.088212,0.801,65,4,11,2
10,-1,1,1,0.544,NaN,NaN,NaN,NaN,66,4,11,2
-10,1,1,0,0.649,-10,-10,-4.01709,0.484,67,4,11,2
0,1,1,0,0.721,20,10,10.25416,0.634,68,4,11,2
-20,-1,1,0,0.547,NaN,NaN,NaN,NaN,69,4,11,2
20,1,1,1,0.494,0,10,19.36705,0.767,1,5,11,2
10,1,1,1,0.452,-10,0,10.27726,0.517,2,5,11,2
0,0,0,NaN,0.656,-20,-10,6.5813,0.484,3,5,11,2
20,0,0,NaN,0.649,-10,5,27.83337,0.767,4,5,11,2
0,1,1,0,0.567,-20,-10,6.24160000000001,1.234,5,5,11,2
20,0,0,NaN,0.502,20,20,10.52164,1.101,6,5,11,2
20,1,1,1,0.568,-10,5,9.98428000000001,0.534,7,5,11,2
0,-1,-1,0,1.235,NaN,NaN,NaN,NaN,8,5,11,2
-20,-1,-1,1,0.619,NaN,NaN,NaN,NaN,9,5,11,2
10,0,0,NaN,0.626,20,15,11.897,0.867,10,5,11,2
20,1,1,1,0.908,10,15,12.30673,0.701,11,5,11,2
10,1,1,1,0.558,-10,0,8.77132999999998,0.401,12,5,11,2
-20,0,0,NaN,0.498,-20,-20,11.53711,0.717,13,5,11,2
10,0,0,NaN,0.55,-10,0,9.78679,0.534,14,5,11,2
-20,-1,1,0,0.655,NaN,NaN,NaN,NaN,15,5,11,2
20,1,-1,0,0.515,0,10,0.687490000000025,0.551,16,5,11,2
10,1,-1,0,0.571,-20,-5,-9.37342999999998,1.117,17,5,11,2
-10,-1,-1,1,1.205,NaN,NaN,NaN,NaN,18,5,11,2
-10,1,1,0,0.613,20,5,10.57703,0.501,19,5,11,2
-10,-1,1,0,0.748,NaN,NaN,NaN,NaN,20,5,11,2
20,0,0,NaN,0.588,10,15,-0.0728900000000294,0.317,21,5,11,2
-10,1,-1,1,0.422,-20,-15,36.0976,1.467,22,5,11,2
20,0,0,NaN,0.671,0,10,8.99871000000002,0.684,23,5,11,2
10,0,0,NaN,0.583,0,5,9.98270000000002,0.617,24,5,11,2
0,0,0,NaN,0.663,10,5,0.059410000000014,0.334,26,5,11,2
0,-1,1,0,0.73,NaN,NaN,NaN,NaN,28,5,11,2
0,0,0,NaN,0.603,-10,-5,10.354,0.501,29,5,11,2
-10,1,-1,1,0.611,0,-5,-11.52834,0.917,30,5,11,2
-10,-1,1,0,0.532,NaN,NaN,NaN,NaN,32,5,11,2
20,-1,-1,0,0.558,NaN,NaN,NaN,NaN,33,5,11,2
0,0,0,NaN,0.572,20,10,18.34298,0.967,34,5,11,2
10,1,1,1,0.543,0,5,14.8321,0.784,35,5,11,2
20,0,0,NaN,0.568,-10,5,22.34674,0.834,36,5,11,2
20,0,0,NaN,0.474,-10,5,28.89486,0.667,37,5,11,2
0,0,0,NaN,0.744,-10,-5,41.33124,1.017,38,5,11,2
-10,-1,-1,1,0.511,NaN,NaN,NaN,NaN,39,5,11,2
0,1,-1,0,0.494,-20,-10,45.0169,0.634,40,5,11,2
-10,1,-1,1,0.793,10,0,69.45472,0.734,41,5,11,2
0,1,1,0,0.56,10,5,28.3523,0.901,42,5,11,2
20,1,1,1,0.535,20,20,8.92835000000002,0.667,43,5,11,2
-10,-1,1,0,0.643,NaN,NaN,NaN,NaN,44,5,11,2
-20,0,0,NaN,0.586,10,-5,10.4243,0.534,45,5,11,2
0,1,1,0,0.541,0,0,14.4491,0.667,46,5,11,2
10,-1,-1,0,0.522,NaN,NaN,NaN,NaN,47,5,11,2
-10,1,1,0,0.98,20,5,13.5901,0.884,48,5,11,2
-10,0,0,NaN,0.684,10,0,-30.3987,0.667,49,5,11,2
0,1,1,0,0.649,0,0,27.58632,0.917,50,5,11,2
0,0,0,NaN,0.767,-20,-10,24.53462,0.734,51,5,11,2
-10,1,1,0,0.522,20,5,38.069045,0.901,52,5,11,2
-20,-1,1,0,0.577,NaN,NaN,NaN,NaN,53,5,11,2
-20,0,0,NaN,0.534,-20,-20,-47.6105,2.117,54,5,11,2
-10,0,0,NaN,0.956,0,-5,31.7808,0.984,55,5,11,2
10,-1,1,1,0.504,NaN,NaN,NaN,NaN,56,5,11,2
-20,-1,1,0,0.571,NaN,NaN,NaN,NaN,57,5,11,2
20,-1,1,1,0.573,NaN,NaN,NaN,NaN,58,5,11,2
0,0,0,NaN,0.585,-20,-10,20.20823,1.084,59,5,11,2
-10,1,-1,1,0.608,10,0,-11.4321,1.034,60,5,11,2
-20,0,0,NaN,0.74,-10,-15,28.659808,0.551,61,5,11,2
10,0,0,NaN,0.635,-20,-5,25.22432,0.467,62,5,11,2
10,-1,1,1,0.66,NaN,NaN,NaN,NaN,64,5,11,2
10,1,-1,0,0.627,-10,0,19.20798,0.701,65,5,11,2
20,1,1,1,0.492,10,15,23.09921,1.134,66,5,11,2
10,0,0,NaN,0.502,-20,-5,63.35237,0.784,67,5,11,2
10,-1,1,1,0.558,NaN,NaN,NaN,NaN,68,5,11,2
-20,1,-1,1,0.701,10,-5,26.49933,1.251,69,5,11,2
-20,0,0,NaN,1.728,-20,-20,-8.60994,1.657,1,1,3,3
20,-1,1,1,0.552,NaN,NaN,NaN,NaN,2,1,3,3
0,0,0,NaN,0.888,-10,-5,15.75854,1.473,3,1,3,3
-10,-1,-1,1,0.585,NaN,NaN,NaN,NaN,4,1,3,3
10,1,1,1,0.848,-20,-5,5.79587,1.422,5,1,3,3
10,-1,-1,0,0.707,NaN,NaN,NaN,NaN,6,1,3,3
20,0,0,NaN,1.151,0,10,7.25210000000001,1.824,7,1,3,3
-20,1,-1,1,0.488,10,-5,-5.0095,1.439,8,1,3,3
0,0,0,NaN,0.726,0,0,2.15309999999999,1.501,9,1,3,3
-20,1,-1,1,0.491,-10,-15,-7.02350000000001,1.556,10,1,3,3
20,0,0,NaN,0.814,20,20,13.10412,2.794,11,1,3,3
0,1,1,0,0.637,-10,-5,6.56007,2.744,12,1,3,3
-20,1,-1,1,0.852,0,-10,-7.40000000000001,2.644,13,1,3,3
-20,0,0,NaN,0.828,-20,-20,9.29740000000001,3.815,14,1,3,3
10,-1,1,1,0.769,NaN,NaN,NaN,NaN,15,1,3,3
10,1,1,1,1.035,10,10,20.3548,1.856,16,1,3,3
-20,0,0,NaN,0.968,10,-5,0.117799999999988,1.088,17,1,3,3
10,0,0,NaN,0.967,-10,0,3.208,1.506,18,1,3,3
-10,1,-1,1,1.051,0,-5,-12.40535,1.874,19,1,3,3
-20,-1,-1,1,0.83,NaN,NaN,NaN,NaN,20,1,3,3
20,-1,1,1,0.861,NaN,NaN,NaN,NaN,21,1,3,3
10,0,0,NaN,0.706,10,10,21.0496,1.322,22,1,3,3
20,1,1,1,0.389,10,15,15.58111,1.255,23,1,3,3
-10,0,0,NaN,0.793,20,5,-17.92751,1.355,24,1,3,3
20,-1,1,1,0.514,NaN,NaN,NaN,NaN,25,1,3,3
20,0,0,NaN,0.835,-10,5,4.01895,1.467,26,1,3,3
10,-1,1,1,0.862,NaN,NaN,NaN,NaN,27,1,3,3
0,0,0,NaN,0.722,10,5,15.5424,2.158,28,1,3,3
0,0,0,NaN,1.029,10,5,17.0645,1.054,29,1,3,3
0,-1,1,0,0.533,NaN,NaN,NaN,NaN,30,1,3,3
-20,-1,-1,1,0.656,NaN,NaN,NaN,NaN,31,1,3,3
-20,0,0,NaN,1.003,-10,-15,-26.29049,1.774,32,1,3,3
20,1,1,1,0.696,10,15,14.92643,1.372,33,1,3,3
20,-1,1,1,0.539,NaN,NaN,NaN,NaN,34,1,3,3
20,0,0,NaN,0.797,10,15,-10.05553,2.175,35,1,3,3
-20,0,0,NaN,0.828,10,-5,-5.21138,1.281,36,1,3,3
20,1,1,1,0.494,-10,5,7.67992,1.339,37,1,3,3
-10,-1,-1,1,0.771,NaN,NaN,NaN,NaN,38,1,3,3
20,-1,1,1,0.473,NaN,NaN,NaN,NaN,39,1,3,3
0,-1,-1,0,0.432,NaN,NaN,NaN,NaN,40,1,3,3
-10,0,0,NaN,0.791,-20,-15,-15.17674,1.857,41,1,3,3
20,1,1,1,0.418,0,10,13.1203,0.904,42,1,3,3
20,0,0,NaN,0.954,-10,5,4.6627,1.874,43,1,3,3
0,0,0,NaN,0.696,-10,-5,-29.1213,1.19,44,1,3,3
-20,1,-1,1,0.512,-20,-20,-16.93142,2.565,45,1,3,3
0,-1,-1,0,0.296,NaN,NaN,NaN,NaN,46,1,3,3
20,1,1,1,0.643,20,20,14.61639,0.92,47,1,3,3
-10,-1,-1,1,0.663,NaN,NaN,NaN,NaN,48,1,3,3
10,0,0,NaN,1.032,-10,0,-8.92750000000001,1.855,49,1,3,3
-20,0,0,NaN,0.873,0,-10,-8.0369,1.289,50,1,3,3
10,0,0,NaN,0.917,10,10,16.8041,1.482,51,1,3,3
-20,-1,-1,1,0.597,NaN,NaN,NaN,NaN,52,1,3,3
-20,1,-1,1,0.668,10,-5,-7.9962,1.189,53,1,3,3
0,1,-1,0,1.26,0,0,-9.3162,1.674,54,1,3,3
0,1,-1,0,0.489,-10,-5,-25.78054,1.34,55,1,3,3
0,-1,-1,0,0.462,NaN,NaN,NaN,NaN,56,1,3,3
0,-1,-1,0,0.959,NaN,NaN,NaN,NaN,57,1,3,3
10,1,-1,0,0.697,-10,0,-10.11483,1.807,58,1,3,3
-20,0,0,NaN,0.923,-10,-15,-18.5864,6.458,60,1,3,3
10,-1,1,1,0.577,NaN,NaN,NaN,NaN,61,1,3,3
10,-1,1,1,0.472,NaN,NaN,NaN,NaN,63,1,3,3
20,1,1,1,0.884,-10,5,16.8939,1.206,64,1,3,3
0,-1,-1,0,0.641,NaN,NaN,NaN,NaN,65,1,3,3
10,-1,1,1,0.45,NaN,NaN,NaN,NaN,66,1,3,3
-20,-1,-1,1,0.433,NaN,NaN,NaN,NaN,67,1,3,3
-20,1,-1,1,0.488,-20,-20,-32.06522,0.971,68,1,3,3
0,1,1,0,0.664,10,5,19.9298,1.407,69,1,3,3
-10,0,0,NaN,0.826,20,5,9.58894,0.987,1,2,3,3
0,-1,-1,0,0.464,NaN,NaN,NaN,NaN,2,2,3,3
0,-1,1,0,0.351,NaN,NaN,NaN,NaN,3,2,3,3
-10,0,0,NaN,0.765,-10,-10,-4.5384,1.289,4,2,3,3
10,1,-1,0,0.606,-20,-5,-17.72014,1.857,5,2,3,3
0,0,0,NaN,0.854,-20,-10,3.23869999999999,1.322,6,2,3,3
0,1,-1,0,0.51,-20,-10,-21.6069,1.406,7,2,3,3
10,0,0,NaN,0.964,20,15,4.04651,2.058,8,2,3,3
10,0,0,NaN,0.865,-20,-5,-9.5596,1.907,9,2,3,3
-10,1,1,0,0.509,10,0,11.1414,0.987,10,2,3,3
-10,-1,-1,1,0.737,NaN,NaN,NaN,NaN,11,2,3,3
10,1,1,1,0.557,10,10,10.09636,1.005,12,2,3,3
0,1,-1,0,0.778,20,10,-13.53188,2.061,13,2,3,3
20,1,1,1,0.428,10,15,12.9374,0.753,14,2,3,3
0,-1,-1,0,0.471,NaN,NaN,NaN,NaN,15,2,3,3
-20,1,1,0,0.648,0,-10,3.19980000000001,2.042,16,2,3,3
-20,1,-1,1,0.374,10,-5,-7.26124,0.971,17,2,3,3
10,1,-1,0,0.886,20,15,-9.47985,1.841,18,2,3,3
-10,-1,-1,1,0.306,NaN,NaN,NaN,NaN,19,2,3,3
-20,-1,-1,1,0.573,NaN,NaN,NaN,NaN,20,2,3,3
10,-1,1,1,0.583,NaN,NaN,NaN,NaN,21,2,3,3
0,-1,-1,0,0.626,NaN,NaN,NaN,NaN,22,2,3,3
-10,1,-1,1,0.314,-20,-15,-8.1015,1.458,23,2,3,3
0,1,1,0,0.473,20,10,21.9687,0.988,24,2,3,3
10,0,0,NaN,0.803,20,15,8.1499,1.339,25,2,3,3
10,0,0,NaN,0.741,0,5,17.4495,1.489,26,2,3,3
0,-1,-1,0,0.333,NaN,NaN,NaN,NaN,28,2,3,3
-20,0,0,NaN,1.179,-10,-15,-9.77340000000001,1.975,29,2,3,3
-10,-1,-1,1,0.357,NaN,NaN,NaN,NaN,30,2,3,3
20,0,0,NaN,1.055,10,15,8.5522,1.891,31,2,3,3
0,1,-1,0,0.375,-10,-5,-21.80609,0.921,32,2,3,3
0,0,0,NaN,1.066,0,0,24.6307,0.937,33,2,3,3
20,1,1,1,0.546,20,20,11.6056,0.586,34,2,3,3
-10,1,-1,1,0.496,10,0,-3.10614,1.272,35,2,3,3
10,-1,1,1,0.606,NaN,NaN,NaN,NaN,36,2,3,3
-10,-1,1,0,0.814,NaN,NaN,NaN,NaN,37,2,3,3
0,-1,-1,0,0.358,NaN,NaN,NaN,NaN,38,2,3,3
-10,0,0,NaN,1.138,-10,-10,-19.98755,2.075,39,2,3,3
-10,-1,-1,1,0.673,NaN,NaN,NaN,NaN,40,2,3,3
0,-1,-1,0,0.449,NaN,NaN,NaN,NaN,41,2,3,3
0,0,0,NaN,0.681,20,10,26.5,0.887,44,2,3,3
-20,1,-1,1,0.301,-20,-20,-38.70746,0.97,45,2,3,3
10,-1,1,1,0.451,NaN,NaN,NaN,NaN,46,2,3,3
0,1,-1,0,0.453,0,0,-5.17866,1.673,47,2,3,3
-10,0,0,NaN,0.881,10,0,-18.39024,1.422,48,2,3,3
0,1,1,0,0.61,-20,-10,8.4896,2.527,49,2,3,3
20,-1,-1,0,0.425,NaN,NaN,NaN,NaN,50,2,3,3
10,-1,1,1,0.546,NaN,NaN,NaN,NaN,51,2,3,3
-10,1,-1,1,1.016,0,-5,-7.67626,1.439,52,2,3,3
-10,1,-1,1,0.413,-20,-15,-39.87309,1.389,53,2,3,3
0,0,0,NaN,1.014,-20,-10,-32.16118,1.757,54,2,3,3
-10,0,0,NaN,1.164,-10,-10,-6.85759999999999,1.205,55,2,3,3
20,1,1,1,0.68,-10,5,17.9996,1.138,56,2,3,3
-10,1,-1,1,0.478,0,-5,-6.07640000000001,1.707,57,2,3,3
10,0,0,NaN,0.993,20,15,21.8221,0.905,58,2,3,3
-20,-1,-1,1,0.543,NaN,NaN,NaN,NaN,59,2,3,3
0,-1,-1,0,0.59,NaN,NaN,NaN,NaN,60,2,3,3
-20,-1,-1,1,0.429,NaN,NaN,NaN,NaN,61,2,3,3
20,-1,1,1,0.492,NaN,NaN,NaN,NaN,62,2,3,3
10,-1,1,1,0.581,NaN,NaN,NaN,NaN,63,2,3,3
0,1,-1,0,0.742,0,0,-31.97099,1.305,64,2,3,3
-10,-1,1,0,0.626,NaN,NaN,NaN,NaN,65,2,3,3
-20,0,0,NaN,1.165,10,-5,18.6126,0.754,66,2,3,3
-10,0,0,NaN,0.925,-10,-10,-25.74801,1.105,67,2,3,3
-10,1,-1,1,0.456,-10,-10,-8.9905,1.171,68,2,3,3
0,-1,1,0,0.481,NaN,NaN,NaN,NaN,69,2,3,3
10,-1,-1,0,0.811,NaN,NaN,NaN,NaN,1,3,3,3
-10,-1,1,0,0.548,NaN,NaN,NaN,NaN,2,3,3,3
10,-1,1,1,0.615,NaN,NaN,NaN,NaN,3,3,3,3
0,1,-1,0,0.474,10,5,-4.2118,0.938,4,3,3,3
20,1,1,1,0.424,-10,5,5.6636,0.602,5,3,3,3
10,1,1,1,0.635,-20,-5,12.2599,0.871,6,3,3,3
0,0,0,NaN,0.861,20,10,18.7124,2.208,7,3,3,3
-20,1,-1,1,0.608,0,-10,-13.66787,0.754,9,3,3,3
0,1,-1,0,0.693,20,10,-13.35402,1.439,10,3,3,3
10,1,1,1,0.658,-10,0,6.70230000000001,1.138,11,3,3,3
-10,0,0,NaN,0.893,-20,-15,-19.24077,1.004,12,3,3,3
-10,0,0,NaN,0.97,0,-5,5.7734,1.494,13,3,3,3
-20,-1,1,0,0.764,NaN,NaN,NaN,NaN,14,3,3,3
-10,0,0,NaN,0.849,-20,-15,5.844,1.974,15,3,3,3
20,1,1,1,0.529,0,10,32.2591,1.389,16,3,3,3
-10,-1,-1,1,0.518,NaN,NaN,NaN,NaN,17,3,3,3
-20,0,0,NaN,1.01,0,-10,9.6593,0.854,18,3,3,3
10,-1,1,1,1.044,NaN,NaN,NaN,NaN,19,3,3,3
20,0,0,NaN,0.914,-10,5,-20.4891,2.108,20,3,3,3
0,0,0,NaN,0.812,0,0,-1.41266,1.422,21,3,3,3
10,0,0,NaN,0.836,-20,-5,-18.62463,0.954,22,3,3,3
0,1,-1,0,0.809,-20,-10,-9.97450000000001,1.707,23,3,3,3
10,0,0,NaN,0.764,10,10,6.53270000000001,1.138,24,3,3,3
-10,0,0,NaN,1.003,10,0,-43.97843,2.114,25,3,3,3
10,1,1,1,0.422,-20,-5,18.4861,1.943,27,3,3,3
10,1,-1,0,1.079,-10,0,-3.39461,1.406,28,3,3,3
10,1,1,1,0.453,-10,0,5.14959999999999,1.239,29,3,3,3
-10,0,0,NaN,0.887,-20,-15,-29.688,1.456,30,3,3,3
-10,0,0,NaN,0.878,10,0,24.2006,0.82,31,3,3,3
20,-1,1,1,0.454,NaN,NaN,NaN,NaN,32,3,3,3
20,0,0,NaN,1.003,10,15,5.38392,1.573,33,3,3,3
-20,0,0,NaN,1.022,-20,-20,-52.05118,1.876,34,3,3,3
0,0,0,NaN,0.787,0,0,10.5938,1.406,35,3,3,3
10,-1,-1,0,0.568,NaN,NaN,NaN,NaN,36,3,3,3
0,1,1,0,0.865,-10,-5,5.28729999999999,1.021,37,3,3,3
-20,1,-1,1,0.494,-10,-15,-13.1488,1.707,38,3,3,3
-20,1,-1,1,0.435,-20,-20,-13.4133,0.469,39,3,3,3
0,-1,1,0,1.219,NaN,NaN,NaN,NaN,40,3,3,3
20,-1,1,1,0.313,NaN,NaN,NaN,NaN,41,3,3,3
-10,0,0,NaN,1.274,0,-5,-24.33471,1.372,42,3,3,3
-20,-1,-1,1,0.594,NaN,NaN,NaN,NaN,44,3,3,3
-10,1,-1,1,0.494,20,5,-13.11262,1.121,45,3,3,3
-20,0,0,NaN,0.782,-10,-15,-19.0184,0.987,46,3,3,3
0,-1,1,0,0.65,NaN,NaN,NaN,NaN,47,3,3,3
0,-1,1,0,0.535,NaN,NaN,NaN,NaN,48,3,3,3
0,0,0,NaN,0.929,-20,-10,-22.70043,1.69,49,3,3,3
0,0,0,NaN,1.095,-10,-5,18.9186,1.824,50,3,3,3
0,0,0,NaN,0.66,20,10,35.03995,1.322,51,3,3,3
10,0,0,NaN,0.932,-20,-5,13.24288,1.255,52,3,3,3
10,-1,1,1,0.545,NaN,NaN,NaN,NaN,53,3,3,3
-20,1,-1,1,0.637,10,-5,-13.1322,1.523,54,3,3,3
0,-1,1,0,0.63,NaN,NaN,NaN,NaN,55,3,3,3
-10,0,0,NaN,0.938,10,0,-6.61026,1.372,56,3,3,3
0,1,-1,0,0.981,0,0,-29.06131,1.322,57,3,3,3
-10,-1,-1,1,0.596,NaN,NaN,NaN,NaN,58,3,3,3
-20,1,-1,1,0.526,0,-10,-10.27564,2.911,59,3,3,3
20,-1,1,1,0.466,NaN,NaN,NaN,NaN,60,3,3,3
20,0,0,NaN,1.13,0,10,36.2432,2.238,61,3,3,3
-10,-1,1,0,0.606,NaN,NaN,NaN,NaN,62,3,3,3
-10,1,-1,1,0.559,10,0,-6.96271,2.56,63,3,3,3
10,0,0,NaN,0.753,-10,0,-18.010673,1.656,64,3,3,3
-20,-1,-1,1,0.906,NaN,NaN,NaN,NaN,65,3,3,3
-20,0,0,NaN,0.619,-20,-20,-33.41596,1.439,66,3,3,3
-10,0,0,NaN,0.729,20,5,-21.766755,1.121,67,3,3,3
0,1,1,0,0.391,-20,-10,9.54570000000001,1.422,68,3,3,3
20,1,1,1,0.537,10,15,21.7852,1.406,69,3,3,3
0,0,0,NaN,0.874,-10,-5,-7.66576,1.609,1,4,3,3
-10,1,-1,1,0.812,20,5,-12.2307,1.372,2,4,3,3
-10,1,-1,1,0.299,10,0,-35.56505,1.389,3,4,3,3
-10,0,0,NaN,1.006,20,5,-6.20916,2.276,4,4,3,3
-20,-1,1,0,0.52,NaN,NaN,NaN,NaN,5,4,3,3
-10,-1,-1,1,0.416,NaN,NaN,NaN,NaN,6,4,3,3
-10,0,0,NaN,0.906,10,0,-12.90594,1.958,7,4,3,3
-10,0,0,NaN,0.969,0,-5,-9.10603,1.472,8,4,3,3
-20,1,-1,1,0.456,0,-10,-11.1238,1.121,9,4,3,3
20,-1,1,1,0.397,NaN,NaN,NaN,NaN,10,4,3,3
20,0,0,NaN,0.98,20,20,13.95943,1.757,11,4,3,3
-10,-1,-1,1,0.922,NaN,NaN,NaN,NaN,12,4,3,3
20,-1,1,1,0.458,NaN,NaN,NaN,NaN,13,4,3,3
-10,-1,-1,1,0.441,NaN,NaN,NaN,NaN,14,4,3,3
10,1,1,1,0.5,10,10,23.3205,1.021,15,4,3,3
-10,1,-1,1,0.668,20,5,-3.39334,1.692,16,4,3,3
20,-1,1,1,0.339,NaN,NaN,NaN,NaN,17,4,3,3
20,0,0,NaN,0.93,-10,5,13.57239,2.175,18,4,3,3
-20,1,-1,1,0.581,-10,-15,-5.40440000000001,1.423,19,4,3,3
20,-1,1,1,0.391,NaN,NaN,NaN,NaN,20,4,3,3
0,-1,1,0,0.803,NaN,NaN,NaN,NaN,21,4,3,3
-20,-1,-1,1,0.478,NaN,NaN,NaN,NaN,22,4,3,3
10,-1,1,1,0.489,NaN,NaN,NaN,NaN,23,4,3,3
20,-1,1,1,0.393,NaN,NaN,NaN,NaN,24,4,3,3
10,1,1,1,0.395,20,15,17.9676,1.121,25,4,3,3
20,0,0,NaN,0.928,20,20,12.03551,1.489,27,4,3,3
10,-1,1,1,0.897,NaN,NaN,NaN,NaN,28,4,3,3
20,0,0,NaN,0.806,0,10,20.2208,1.188,29,4,3,3
0,-1,-1,0,0.616,NaN,NaN,NaN,NaN,30,4,3,3
-10,-1,-1,1,0.498,NaN,NaN,NaN,NaN,31,4,3,3
-10,0,0,NaN,0.968,20,5,15.7462,0.67,32,4,3,3
-20,0,0,NaN,0.785,10,-5,-7.46129999999999,1.344,33,4,3,3
10,0,0,NaN,0.894,0,5,5.78522,0.954,34,4,3,3
10,1,1,1,0.441,10,10,22.8153,1.272,35,4,3,3
10,1,1,1,0.929,20,15,26.9125,1.422,36,4,3,3
-20,0,0,NaN,1.034,10,-5,-22.3758,1.155,37,4,3,3
20,0,0,NaN,0.928,0,10,28.327,1.088,38,4,3,3
10,0,0,NaN,1.184,-20,-5,7.30430000000001,0.988,39,4,3,3
10,1,1,1,0.614,20,15,14.4008,1.155,40,4,3,3
20,1,1,1,0.374,0,10,23.9683,2.744,41,4,3,3
-20,-1,-1,1,0.441,NaN,NaN,NaN,NaN,42,4,3,3
-20,-1,-1,1,0.692,NaN,NaN,NaN,NaN,43,4,3,3
10,0,0,NaN,0.819,0,5,10.8896,1.305,44,4,3,3
-20,1,-1,1,0.343,-20,-20,-23.6086,1.623,45,4,3,3
20,-1,1,1,0.436,NaN,NaN,NaN,NaN,46,4,3,3
20,-1,1,1,0.481,NaN,NaN,NaN,NaN,47,4,3,3
-10,-1,-1,1,0.409,NaN,NaN,NaN,NaN,48,4,3,3
-20,-1,-1,1,0.782,NaN,NaN,NaN,NaN,49,4,3,3
-20,-1,-1,1,0.508,NaN,NaN,NaN,NaN,50,4,3,3
10,0,0,NaN,0.977,-20,-5,16.2857,1.087,51,4,3,3
-20,0,0,NaN,0.932,0,-10,-4.43829,1.288,52,4,3,3
10,-1,1,1,0.507,NaN,NaN,NaN,NaN,53,4,3,3
10,0,0,NaN,0.938,10,10,-11.53679,1.774,54,4,3,3
-20,0,0,NaN,0.827,-20,-20,-9.2903,1.606,55,4,3,3
-10,1,-1,1,0.592,-10,-10,-4.43609,1.389,56,4,3,3
-10,1,1,0,0.546,-10,-10,3.45089999999999,1.189,57,4,3,3
10,0,0,NaN,1.078,0,5,4.97613,1.455,58,4,3,3
-20,1,-1,1,0.419,-10,-15,-26.41735,1.991,59,4,3,3
-10,1,-1,1,0.358,-10,-10,-20.39931,1.322,60,4,3,3
10,-1,1,1,0.425,NaN,NaN,NaN,NaN,61,4,3,3
0,0,0,NaN,1.009,20,10,20.899,0.753,62,4,3,3
0,0,0,NaN,1.094,-20,-10,6.6155,1.004,63,4,3,3
20,-1,1,1,0.488,NaN,NaN,NaN,NaN,64,4,3,3
-10,-1,-1,1,0.814,NaN,NaN,NaN,NaN,65,4,3,3
10,1,1,1,0.513,0,5,5.64771,1.004,66,4,3,3
0,1,-1,0,0.394,-20,-10,-15.80439,0.854,67,4,3,3
20,1,1,1,0.359,0,10,16.4012,1.355,68,4,3,3
10,1,1,1,0.341,0,5,5.32331,1.004,69,4,3,3
-10,0,0,NaN,0.843,0,-5,5.25570999999999,2.359,1,5,3,3
-10,-1,-1,1,0.549,NaN,NaN,NaN,NaN,2,5,3,3
-10,0,0,NaN,0.819,0,-5,-1.16673,1.222,3,5,3,3
-20,0,0,NaN,0.804,0,-10,-10.90418,0.669,4,5,3,3
0,0,0,NaN,0.769,0,0,-8.99202,1.155,5,5,3,3
-20,1,-1,1,1.104,10,-5,-8.47559999999999,0.854,6,5,3,3
10,-1,1,1,0.488,NaN,NaN,NaN,NaN,7,5,3,3
0,1,1,0,0.292,10,5,11.6596,1.171,8,5,3,3
20,1,1,1,0.381,20,20,21.6009,1.422,9,5,3,3
-20,-1,-1,1,0.413,NaN,NaN,NaN,NaN,10,5,3,3
20,-1,1,1,0.334,NaN,NaN,NaN,NaN,11,5,3,3
-20,-1,-1,1,0.537,NaN,NaN,NaN,NaN,12,5,3,3
10,1,1,1,0.436,-20,-5,18.6889,1.874,13,5,3,3
10,1,1,1,0.849,0,5,7.47492,0.818,14,5,3,3
10,-1,1,1,0.736,NaN,NaN,NaN,NaN,15,5,3,3
20,1,1,1,0.492,-10,5,3.8098,1.155,16,5,3,3
-10,-1,-1,1,0.475,NaN,NaN,NaN,NaN,17,5,3,3
0,-1,1,0,0.76,NaN,NaN,NaN,NaN,18,5,3,3
-10,1,-1,1,0.351,0,-5,-16.42184,1.054,19,5,3,3
-20,-1,-1,1,0.352,NaN,NaN,NaN,NaN,20,5,3,3
0,-1,-1,0,0.614,NaN,NaN,NaN,NaN,21,5,3,3
20,0,0,NaN,1.022,-10,5,12.8025,1.433,22,5,3,3
