x1,condition,binchoice,bincorrect,x2,xavg,estim,subj
51.875,-1,-1,0,44.625,48.25,NaN,11
48.25,-1,-1,1,57.5,52.875,NaN,11
54.125,1,1,1,53.5,53.8125,51,11
46.875,1,-1,1,61.5,54.1875,52,11
45.875,-1,-1,1,58.625,52.25,NaN,11
48.625,1,-1,1,38.125,43.375,36,11
54.125,0,NaN,0,55.75,54.9375,55,11
48,1,1,0,52.25,50.125,57,11
54.375,1,1,1,54.375,54.375,52,11
51.625,-1,-1,0,52.25,51.9375,NaN,11
51,0,NaN,0,47.75,49.375,46,11
51.25,-1,-1,0,61.25,56.25,NaN,11
52.125,-1,-1,0,39.625,45.875,NaN,11
55,-1,1,1,46.5,50.75,NaN,11
53.375,-1,1,1,40.625,47,NaN,11
47,-1,1,0,55.125,51.0625,NaN,11
55.25,0,NaN,0,51,53.125,56,11
47.625,1,-1,1,59.375,53.5,49,11
47.875,-1,-1,1,57.625,52.75,NaN,11
47.75,0,NaN,0,46.625,47.1875,42,11
51.75,1,-1,0,55,53.375,50,11
54.5,-1,1,1,41.375,47.9375,NaN,11
52,0,NaN,0,58.875,55.4375,57,11
47.125,0,NaN,0,42.5,44.8125,42,11
44.625,1,-1,1,46.125,45.375,44,11
55.25,0,NaN,0,48.125,51.6875,40,11
45.875,0,NaN,0,38.875,42.375,35,11
47.75,-1,-1,1,54,50.875,NaN,11
48,-1,-1,1,51.5,49.75,NaN,11
48.75,0,NaN,0,54.125,51.4375,39,11
54,-1,-1,0,40.25,47.125,NaN,11
51.875,0,NaN,0,41.375,46.625,45,11
44.375,-1,-1,1,61.125,52.75,NaN,11
46,1,-1,1,60.625,53.3125,52,11
54.25,1,1,1,53.75,54,57,11
53.125,0,NaN,0,60.875,57,59,11
52.875,0,NaN,0,47.375,50.125,56,11
54.625,1,-1,0,50.875,52.75,51,11
52.125,-1,-1,0,60.375,56.25,NaN,11
51.25,0,NaN,0,62.875,57.0625,48,11
48.5,-1,-1,1,42.75,45.625,NaN,11
50.75,1,-1,0,48.25,49.5,49,11
45.875,0,NaN,0,50.5,48.1875,47,11
47.625,-1,-1,1,40.5,44.0625,NaN,11
47.25,1,-1,1,59.125,53.1875,53,11
48.5,-1,1,0,47.5,48,NaN,11
45.25,1,-1,1,46.875,46.0625,48,11
50.5,0,NaN,0,48.75,49.625,42,11
47.125,0,NaN,0,61.375,54.25,55,11
55.125,-1,-1,0,44.75,49.9375,NaN,11
45.5,0,NaN,0,53.25,49.375,40,11
45.5,1,-1,1,57.125,51.3125,48,11
51.25,1,-1,0,58.125,54.6875,52,11
54.625,-1,1,1,39.125,46.875,NaN,11
50.625,-1,1,1,59.375,55,NaN,11
44.5,-1,-1,1,59.25,51.875,NaN,11
46.125,-1,-1,1,60.625,53.375,NaN,11
54.125,0,NaN,0,50.5,52.3125,42,11
45.875,0,NaN,0,61.125,53.5,47,11
44.5,-1,-1,1,37.75,41.125,NaN,11
51.25,-1,-1,0,58.25,54.75,NaN,11
44.75,0,NaN,0,58.125,51.4375,51,11
51.25,-1,-1,0,54.125,52.6875,NaN,11
45.75,1,-1,1,50.375,48.0625,42,11
50.25,-1,1,1,59.75,55,NaN,11
54,1,-1,0,39.5,46.75,35,11
53,-1,-1,0,53,53,NaN,11
54.125,1,-1,0,51.25,52.6875,40,11
46.125,1,-1,1,59.75,52.9375,52,11
52.125,1,-1,0,55.25,53.6875,50,11
47.625,0,NaN,0,57.75,52.6875,49,11
50.375,0,NaN,0,46,48.1875,43,11
55.875,-1,1,1,37.5,46.6875,NaN,11
53.75,-1,1,1,45.375,49.5625,NaN,11
48.125,1,-1,1,57.125,52.625,53,11
55.25,-1,-1,0,62.875,59.0625,NaN,11
51.75,-1,1,1,38.625,45.1875,NaN,11
55,1,1,1,41.25,48.125,52,11
48.375,1,-1,1,45,46.6875,48,11
52.75,-1,-1,0,57.375,55.0625,NaN,11
47.375,-1,1,0,40.375,43.875,NaN,11
52.125,-1,1,1,53,52.5625,NaN,11
45.5,0,NaN,0,53.375,49.4375,53,11
54,0,NaN,0,45,49.5,51,11
44.5,-1,-1,1,58.5,51.5,NaN,11
52.125,-1,1,1,57.5,54.8125,NaN,11
54.5,0,NaN,0,46.75,50.625,45,11
54.625,-1,1,1,47.375,51,NaN,11
48.625,-1,1,0,44.75,46.6875,NaN,11
48.25,-1,-1,1,45.5,46.875,NaN,11
47.25,0,NaN,0,45.375,46.3125,42,11
53.125,0,NaN,0,40.75,46.9375,39,11
44.375,1,-1,1,50.125,47.25,37,11
48.25,1,-1,1,44.625,46.4375,42,11
47.25,-1,-1,1,48.75,48,NaN,11
47,-1,1,0,54.625,50.8125,NaN,11
48.5,-1,-1,1,58.125,53.3125,NaN,11
55.125,0,NaN,0,38.25,46.6875,52,11
45.625,-1,-1,1,53.5,49.5625,NaN,11
50.625,-1,-1,0,48.5,49.5625,NaN,11
54.25,-1,-1,0,44.5,49.375,NaN,11
48.5,0,NaN,0,57.375,52.9375,50,11
50.25,0,NaN,0,58,54.125,54,11
54.25,-1,-1,0,45,49.625,NaN,11
46.875,-1,-1,1,51.75,49.3125,NaN,11
48.25,-1,-1,1,37.75,43,NaN,11
54.625,-1,1,1,42.375,48.5,NaN,11
48.5,-1,-1,1,44.5,46.5,NaN,11
50.625,0,NaN,0,61.875,56.25,59,11
47,-1,1,0,62,54.5,NaN,11
48.625,-1,-1,1,62.375,55.5,NaN,11
52.25,-1,1,1,42.75,47.5,NaN,11
45,0,NaN,0,42.875,43.9375,49,11
46.125,0,NaN,0,44.125,45.125,38,11
47.25,1,-1,1,59.875,53.5625,51,11
47.25,1,1,0,46.375,46.8125,48,11
54.125,-1,1,1,62.75,58.4375,NaN,11
52.625,-1,1,1,60,56.3125,NaN,11
50.875,-1,-1,0,45.375,48.125,NaN,11
45.5,-1,-1,1,51.875,48.6875,NaN,11
46.625,1,1,0,45.25,45.9375,53,11
50.375,0,NaN,0,47.25,48.8125,51,11
47.875,1,-1,1,47.625,47.75,45,11
46.625,1,1,0,44.125,45.375,48,11
47.625,-1,-1,1,57.625,52.625,NaN,11
45,-1,-1,1,47.375,46.1875,NaN,11
44.875,-1,-1,1,40.125,42.5,NaN,11
47.5,0,NaN,0,38.5,43,34,11
44.625,0,NaN,0,57.25,50.9375,37,11
53.875,1,-1,0,50.625,52.25,44,11
52.25,-1,1,1,52.125,52.1875,NaN,11
55.125,0,NaN,0,45.25,50.1875,56,11
53.625,0,NaN,0,46.625,50.125,54,11
51.875,-1,1,1,39.125,45.5,NaN,11
53.25,-1,1,1,53.125,53.1875,NaN,11
54.5,0,NaN,0,57.875,56.1875,59,11
44.125,-1,-1,1,59.375,51.75,NaN,11
47.375,-1,1,0,38.75,43.0625,NaN,11
46.625,0,NaN,0,58.5,52.5625,47,11
44.75,-1,-1,1,52.25,48.5,NaN,11
47,0,NaN,0,46.125,46.5625,39,11
54,1,1,1,60.75,57.375,61,11
53.5,0,NaN,0,48,50.75,52,11
45.625,-1,1,0,55.5,50.5625,NaN,11
55.125,-1,1,1,61.75,58.4375,NaN,11
47.375,0,NaN,0,37.5,42.4375,41,11
45.5,1,-1,1,58.25,51.875,49,11
45.5,0,NaN,0,53.25,49.375,55,11
53.875,1,1,1,59.625,56.75,59,11
51.75,1,-1,0,48.25,50,49,11
48.25,1,-1,1,60.5,54.375,54,11
45.125,-1,-1,1,53.5,49.3125,NaN,11
48.625,-1,-1,1,60.5,54.5625,NaN,11
53.875,-1,1,1,59.125,56.5,NaN,11
52.875,0,NaN,0,41,46.9375,50,11
46.25,0,NaN,0,54.875,50.5625,52,11
50.375,1,1,1,48,49.1875,46,11
54.625,-1,1,1,41.875,48.25,NaN,11
44.875,1,-1,1,54,49.4375,54,11
51.125,0,NaN,0,46.5,48.8125,53,11
52.75,-1,1,1,37.625,45.1875,NaN,11
45.75,-1,1,0,51.625,48.6875,NaN,11
51.75,-1,1,1,44.5,48.125,NaN,11
46,0,NaN,0,62,54,57,11
53,-1,-1,0,42.125,47.5625,NaN,11
46.875,0,NaN,0,60,53.4375,54,11
46,-1,-1,1,52.625,49.3125,NaN,11
54.5,0,NaN,0,42.375,48.4375,51,11
52.875,0,NaN,0,55.25,54.0625,48,11
53.875,0,NaN,0,41.125,47.5,48,11
53.5,-1,1,1,54.625,54.0625,NaN,11
52.125,1,1,1,54,53.0625,50,11
51.5,0,NaN,0,61.25,56.375,55,11
45.875,-1,-1,1,45.375,45.625,NaN,11
54.375,1,-1,0,52,53.1875,54,11
46.625,0,NaN,0,54.75,50.6875,44,11
54.25,-1,1,1,45.25,49.75,NaN,11
48.125,1,-1,1,57.25,52.6875,46,11
51,-1,1,1,53.5,52.25,NaN,11
45.125,0,NaN,0,39,42.0625,37,11
47.75,0,NaN,0,44.25,46,40,11
55,1,-1,0,61.125,58.0625,50,11
51.875,0,NaN,0,57.125,54.5,53,11
47.375,1,-1,1,61.875,54.625,49,11
46.625,1,-1,1,61.625,54.125,57,11
53,-1,-1,0,52.75,52.875,NaN,11
46.125,1,-1,1,46.25,46.1875,37,11
52,0,NaN,0,46.5,49.25,42,11
45.875,1,-1,1,46,45.9375,43,11
44.875,-1,-1,1,57.125,51,NaN,11
54.375,0,NaN,0,47.875,51.125,54,11
45.875,0,NaN,0,61.125,53.5,56,11
45.125,-1,-1,1,59.875,52.5,NaN,11
47.125,-1,-1,1,59.25,53.1875,NaN,11
44.875,1,1,0,60.875,52.875,59,11
47.75,0,NaN,0,59.625,53.6875,51,11
50.5,0,NaN,0,57.25,53.875,52,11
51,-1,1,1,54.625,52.8125,NaN,11
54.375,1,1,1,52.5,53.4375,52,11
46.125,1,-1,1,58.625,52.375,53,11
46.875,-1,-1,1,54.5,50.6875,NaN,11
47.5,0,NaN,0,39.5,43.5,50,11
51.125,1,1,1,45.625,48.375,51,11
44.25,1,-1,1,45.875,45.0625,44,11
50.5,1,-1,0,62.25,56.375,50,11
51.75,1,1,1,60.5,56.125,57,11
53.125,-1,1,1,58.5,55.8125,NaN,11
45.5,0,NaN,0,42.375,43.9375,41,11
50.5,-1,-1,0,46.125,48.3125,NaN,11
53.25,-1,1,1,44.375,48.8125,NaN,11
55.25,1,1,1,55.375,55.3125,54,11
55.625,-1,1,1,57.25,56.4375,NaN,11
51.5,0,NaN,0,47.75,49.625,53,11
53.125,-1,1,1,40.625,46.875,NaN,12
48.75,1,1,0,44.375,46.5625,48,12
55.25,-1,1,1,42.25,48.75,NaN,12
50.75,-1,1,1,46.625,48.6875,NaN,12
48.375,1,-1,1,47.875,48.125,47,12
54.5,0,NaN,0,41.125,47.8125,38,12
45.375,1,-1,1,41.625,43.5,37,12
47.5,1,-1,1,38.625,43.0625,51,12
47.75,1,1,0,57.5,52.625,61,12
52,0,NaN,0,39.5,45.75,38,12
45.875,-1,-1,1,45.75,45.8125,NaN,12
46.625,1,1,0,38.375,42.5,47,12
47.5,0,NaN,0,47.875,47.6875,37,12
47.75,-1,-1,1,52.125,49.9375,NaN,12
47.25,1,1,0,41.375,44.3125,48,12
52.625,-1,-1,0,58.375,55.5,NaN,12
50.625,-1,-1,0,50.5,50.5625,NaN,12
48.625,0,NaN,0,42.375,45.5,38,12
53.625,-1,1,1,46.5,50.0625,NaN,12
52.25,1,1,1,39.25,45.75,47,12
51.625,0,NaN,0,48.375,50,49,12
54.75,1,1,1,47.25,51,51,12
47.375,-1,-1,1,58.25,52.8125,NaN,12
46.75,0,NaN,0,47.75,47.25,37,12
53.25,1,-1,0,58.75,56,51,12
52.125,-1,1,1,48.75,50.4375,NaN,12
44.25,1,-1,1,48.25,46.25,44,12
54.125,-1,1,1,44.5,49.3125,NaN,12
47.5,-1,1,0,41.5,44.5,NaN,12
46.875,0,NaN,0,39.875,43.375,37,12
53.375,1,-1,0,42,47.6875,39,12
51.25,-1,1,1,45.75,48.5,NaN,12
55.375,0,NaN,0,37.625,46.5,51,12
47,0,NaN,0,46.5,46.75,53,12
54.875,-1,1,1,58.125,56.5,NaN,12
50.25,-1,-1,0,58,54.125,NaN,12
50.875,-1,1,1,42.375,46.625,NaN,12
52.375,0,NaN,0,54.5,53.4375,48,12
53.375,0,NaN,0,38,45.6875,38,12
54.625,1,1,1,58,56.3125,52,12
46.25,-1,1,0,46.625,46.4375,NaN,12
44.625,0,NaN,0,47.375,46,33,12
54.875,0,NaN,0,58.375,56.625,46,12
46.5,-1,1,0,47.5,47,NaN,12
51.125,1,-1,0,54.625,52.875,48,12
55.875,0,NaN,0,58.5,57.1875,51,12
47.25,1,1,0,54,50.625,46,12
47.125,-1,1,0,60.875,54,NaN,12
54,-1,-1,0,62.375,58.1875,NaN,12
46.875,-1,-1,1,60,53.4375,NaN,12
51.25,1,1,1,58.875,55.0625,62,12
48.5,-1,-1,1,59.375,53.9375,NaN,12
45.5,1,-1,1,59.25,52.375,46,12
48.625,-1,-1,1,48.5,48.5625,NaN,12
48.75,0,NaN,0,54,51.375,37,12
45.125,0,NaN,0,48.75,46.9375,62,12
51.75,1,1,1,45.5,48.625,53,12
53.75,1,-1,0,53.125,53.4375,38,12
46.375,1,-1,1,46.875,46.625,62,12
55.25,1,1,1,55.625,55.4375,52,12
52.875,-1,1,1,62.875,57.875,NaN,12
47.5,1,-1,1,51.375,49.4375,39,12
48.5,0,NaN,0,42.125,45.3125,37,12
44.75,0,NaN,0,40.375,42.5625,38,12
50.75,-1,-1,0,51.75,51.25,NaN,12
51.125,1,1,1,57.625,54.375,49,12
53.625,1,1,1,46.625,50.125,62,12
48,0,NaN,0,46.375,47.1875,37,12
53.25,0,NaN,0,53.5,53.375,46,12
48.625,-1,-1,1,62.375,55.5,NaN,12
47,-1,-1,1,39.875,43.4375,NaN,12
54.625,0,NaN,0,58.75,56.6875,48,12
52.5,-1,1,1,58.25,55.375,NaN,12
54.625,-1,-1,0,57.75,56.1875,NaN,12
53.75,-1,1,1,59.875,56.8125,NaN,12
55.375,1,1,1,47.125,51.25,62,12
47.25,1,-1,1,44.75,46,38,12
50.75,-1,1,1,58,54.375,NaN,12
51.5,0,NaN,0,42.25,46.875,38,12
45.25,-1,1,0,46.125,45.6875,NaN,12
52.25,-1,1,1,44.875,48.5625,NaN,12
52.875,1,1,1,62.5,57.6875,52,12
47.5,-1,-1,1,42.125,44.8125,NaN,12
54.625,0,NaN,0,37.25,45.9375,39,12
45.5,1,1,0,40.5,43,38,12
44.375,1,1,0,37.625,41,38,12
44.5,0,NaN,0,40.625,42.5625,42,12
51.875,-1,1,1,44.625,48.25,NaN,12
48.25,-1,-1,1,57.5,52.875,NaN,12
54.125,1,1,1,53.5,53.8125,48,12
46.875,1,-1,1,61.5,54.1875,51,12
45.875,-1,-1,1,58.625,52.25,NaN,12
48.625,1,1,0,38.125,43.375,48,12
54.125,0,NaN,0,55.75,54.9375,52,12
48,1,1,0,52.25,50.125,48,12
54.375,1,1,1,54.375,54.375,62,12
51.625,-1,1,1,52.25,51.9375,NaN,12
51,0,NaN,0,47.75,49.375,38,12
51.25,-1,1,1,61.25,56.25,NaN,12
52.125,-1,1,1,39.625,45.875,NaN,12
55,-1,-1,0,46.5,50.75,NaN,12
53.375,-1,1,1,40.625,47,NaN,12
47,-1,-1,1,55.125,51.0625,NaN,12
55.25,0,NaN,0,51,53.125,48,12
47.625,1,-1,1,59.375,53.5,38,12
47.875,-1,-1,1,57.625,52.75,NaN,12
47.75,0,NaN,0,46.625,47.1875,37,12
51.75,1,1,1,55,53.375,53,12
54.5,-1,1,1,41.375,47.9375,NaN,12
52,0,NaN,0,58.875,55.4375,53,12
47.125,0,NaN,0,42.5,44.8125,45,12
44.625,1,-1,1,46.125,45.375,45,12
55.25,0,NaN,0,48.125,51.6875,52,12
45.875,0,NaN,0,38.875,42.375,38,12
47.75,-1,-1,1,54,50.875,NaN,12
48,-1,1,0,51.5,49.75,NaN,12
48.75,0,NaN,0,54.125,51.4375,52,12
54,-1,1,1,40.25,47.125,NaN,12
51.875,0,NaN,0,41.375,46.625,45,12
44.375,-1,-1,1,61.125,52.75,NaN,12
46,1,-1,1,60.625,53.3125,38,12
54.25,1,-1,0,53.75,54,48,12
53.125,0,NaN,0,60.875,57,52,12
52.875,0,NaN,0,47.375,50.125,46,12
54.625,1,1,1,50.875,52.75,38,12
52.125,-1,1,1,60.375,56.25,NaN,12
51.25,0,NaN,0,62.875,57.0625,49,12
48.5,-1,-1,1,42.75,45.625,NaN,12
50.75,1,1,1,48.25,49.5,46,12
45.875,0,NaN,0,50.5,48.1875,37,12
47.625,-1,-1,1,40.5,44.0625,NaN,12
47.25,1,-1,1,59.125,53.1875,38,12
48.5,-1,-1,1,47.5,48,NaN,12
45.25,1,-1,1,46.875,46.0625,38,12
50.5,0,NaN,0,48.75,49.625,52,12
47.125,0,NaN,0,61.375,54.25,48,12
55.125,-1,-1,0,44.75,49.9375,NaN,12
45.5,0,NaN,0,53.25,49.375,52,12
45.5,1,-1,1,57.125,51.3125,52,12
51.25,1,-1,0,58.125,54.6875,38,12
54.625,-1,-1,0,39.125,46.875,NaN,12
50.625,-1,-1,0,59.375,55,NaN,12
44.5,-1,-1,1,59.25,51.875,NaN,12
46.125,-1,-1,1,60.625,53.375,NaN,12
54.125,0,NaN,0,50.5,52.3125,38,12
45.875,0,NaN,0,61.125,53.5,52,12
44.5,-1,-1,1,37.75,41.125,NaN,12
51.25,-1,1,1,58.25,54.75,NaN,12
44.75,0,NaN,0,58.125,51.4375,47,12
51.25,-1,-1,0,54.125,52.6875,NaN,12
45.75,1,1,0,50.375,48.0625,48,12
50.25,-1,-1,0,59.75,55,NaN,12
54,1,1,1,39.5,46.75,38,12
53,-1,-1,0,53,53,NaN,12
54.125,1,1,1,51.25,52.6875,48,12
46.125,1,-1,1,59.75,52.9375,48,12
52.125,1,-1,0,55.25,53.6875,52,12
47.625,0,NaN,0,57.75,52.6875,56,12
50.375,0,NaN,0,46,48.1875,38,12
55.875,-1,1,1,37.5,46.6875,NaN,12
53.75,-1,-1,0,45.375,49.5625,NaN,12
48.125,1,-1,1,57.125,52.625,56,12
55.25,-1,1,1,62.875,59.0625,NaN,12
51.75,-1,-1,0,38.625,45.1875,NaN,12
55,1,1,1,41.25,48.125,38,12
48.375,1,-1,1,45,46.6875,36,12
52.75,-1,1,1,57.375,55.0625,NaN,12
47.375,-1,1,0,40.375,43.875,NaN,12
52.125,-1,1,1,53,52.5625,NaN,12
45.5,0,NaN,0,53.375,49.4375,36,12
54,0,NaN,0,45,49.5,62,12
44.5,-1,-1,1,58.5,51.5,NaN,12
52.125,-1,1,1,57.5,54.8125,NaN,12
54.5,0,NaN,0,46.75,50.625,48,12
54.625,-1,-1,0,47.375,51,NaN,12
48.625,-1,-1,1,44.75,46.6875,NaN,12
48.25,-1,-1,1,45.5,46.875,NaN,12
47.25,0,NaN,0,45.375,46.3125,48,12
53.125,0,NaN,0,40.75,46.9375,48,12
44.375,1,1,0,50.125,47.25,52,12
48.25,1,1,0,44.625,46.4375,38,12
47.25,-1,1,0,48.75,48,NaN,12
47,-1,-1,1,54.625,50.8125,NaN,12
48.5,-1,1,0,58.125,53.3125,NaN,12
55.125,0,NaN,0,38.25,46.6875,38,12
45.625,-1,1,0,53.5,49.5625,NaN,12
50.625,-1,-1,0,48.5,49.5625,NaN,12
54.25,-1,1,1,44.5,49.375,NaN,12
48.5,0,NaN,0,57.375,52.9375,52,12
50.25,0,NaN,0,58,54.125,48,12
54.25,-1,1,1,45,49.625,NaN,12
46.875,-1,-1,1,51.75,49.3125,NaN,12
48.25,-1,-1,1,37.75,43,NaN,12
54.625,-1,1,1,42.375,48.5,NaN,12
48.5,-1,-1,1,44.5,46.5,NaN,12
50.625,0,NaN,0,61.875,56.25,48,12
47,-1,1,0,62,54.5,NaN,12
48.625,-1,-1,1,62.375,55.5,NaN,12
52.25,-1,1,1,42.75,47.5,NaN,12
45,0,NaN,0,42.875,43.9375,38,12
46.125,0,NaN,0,44.125,45.125,48,12
47.25,1,-1,1,59.875,53.5625,48,12
47.25,1,1,0,46.375,46.8125,38,12
54.125,-1,-1,0,62.75,58.4375,NaN,12
52.625,-1,1,1,60,56.3125,NaN,12
50.875,-1,1,1,45.375,48.125,NaN,12
45.5,-1,-1,1,51.875,48.6875,NaN,12
46.625,1,-1,1,45.25,45.9375,35,12
50.375,0,NaN,0,47.25,48.8125,52,12
47.875,1,-1,1,47.625,47.75,35,12
46.625,1,-1,1,44.125,45.375,38,12
47.625,-1,1,0,57.625,52.625,NaN,12
45,-1,-1,1,47.375,46.1875,NaN,12
44.875,-1,-1,1,40.125,42.5,NaN,12
47.5,0,NaN,0,38.5,43,48,12
44.625,0,NaN,0,57.25,50.9375,48,12
53.875,1,1,1,50.625,52.25,52,12
52.25,-1,-1,0,52.125,52.1875,NaN,12
55.125,0,NaN,0,45.25,50.1875,38,12
53.625,0,NaN,0,46.625,50.125,48,12
51.875,-1,-1,0,39.125,45.5,NaN,12
53.25,-1,1,1,53.125,53.1875,NaN,12
54.5,0,NaN,0,57.875,56.1875,51,12
44.125,-1,1,0,59.375,51.75,NaN,12
47.375,-1,1,0,38.75,43.0625,NaN,12
46.625,0,NaN,0,58.5,52.5625,51,12
44.75,-1,-1,1,52.25,48.5,NaN,12
47,0,NaN,0,46.125,46.5625,48,12
54,1,1,1,60.75,57.375,62,12
53.5,0,NaN,0,48,50.75,38,12
45.625,-1,1,0,55.5,50.5625,NaN,12
55.125,-1,-1,0,61.75,58.4375,NaN,12
47.375,0,NaN,0,37.5,42.4375,38,12
45.5,1,-1,1,58.25,51.875,52,12
45.5,0,NaN,0,53.25,49.375,38,12
53.875,1,1,1,59.625,56.75,52,12
51.75,1,1,1,48.25,50,38,12
48.25,1,1,0,60.5,54.375,52,12
45.125,-1,1,0,53.5,49.3125,NaN,12
48.625,-1,-1,1,60.5,54.5625,NaN,12
53.875,-1,1,1,59.125,56.5,NaN,12
52.875,0,NaN,0,41,46.9375,48,12
46.25,0,NaN,0,54.875,50.5625,45,12
50.375,1,-1,0,48,49.1875,43,12
54.625,-1,1,1,41.875,48.25,NaN,12
44.875,1,-1,1,54,49.4375,38,12
51.125,0,NaN,0,46.5,48.8125,48,12
52.75,-1,1,1,37.625,45.1875,NaN,12
45.75,-1,-1,1,51.625,48.6875,NaN,12
51.75,-1,1,1,44.5,48.125,NaN,12
46,0,NaN,0,62,54,48,12
53,-1,1,1,42.125,47.5625,NaN,12
46.875,0,NaN,0,60,53.4375,38,12
46,-1,-1,1,52.625,49.3125,NaN,12
54.5,0,NaN,0,42.375,48.4375,48,12
52.875,0,NaN,0,55.25,54.0625,38,12
53.875,0,NaN,0,41.125,47.5,48,12
53.5,-1,-1,0,54.625,54.0625,NaN,12
52.125,1,-1,0,54,53.0625,38,12
51.5,0,NaN,0,61.25,56.375,46,12
45.875,-1,-1,1,45.375,45.625,NaN,12
54.375,1,-1,0,52,53.1875,52,12
46.625,0,NaN,0,54.75,50.6875,46,12
54.25,-1,1,1,45.25,49.75,NaN,12
48.125,1,-1,1,57.25,52.6875,38,12
51,-1,-1,0,53.5,52.25,NaN,12
45.125,0,NaN,0,39,42.0625,38,12
47.75,0,NaN,0,44.25,46,38,12
55,1,-1,0,61.125,58.0625,48,12
51.875,0,NaN,0,57.125,54.5,38,12
47.375,1,-1,1,61.875,54.625,38,12
46.625,1,-1,1,61.625,54.125,48,12
53,-1,1,1,52.75,52.875,NaN,12
46.125,1,-1,1,46.25,46.1875,48,12
52,0,NaN,0,46.5,49.25,38,12
45.875,1,-1,1,46,45.9375,38,12
44.875,-1,1,0,57.125,51,NaN,12
54.375,0,NaN,0,47.875,51.125,48,12
45.875,0,NaN,0,61.125,53.5,48,12
45.125,-1,-1,1,59.875,52.5,NaN,12
47.125,-1,-1,1,59.25,53.1875,NaN,12
44.875,1,-1,1,60.875,52.875,48,12
47.75,0,NaN,0,59.625,53.6875,61,12
50.5,0,NaN,0,57.25,53.875,52,12
51,-1,1,1,54.625,52.8125,NaN,12
54.375,1,-1,0,52.5,53.4375,38,12
46.125,1,1,0,58.625,52.375,52,12
46.875,-1,-1,1,54.5,50.6875,NaN,12
47.5,0,NaN,0,39.5,43.5,52,12
51.125,1,1,1,45.625,48.375,48,12
44.25,1,-1,1,45.875,45.0625,48,12
50.5,1,1,1,62.25,56.375,62,12
51.75,1,1,1,60.5,56.125,48,12
53.125,-1,-1,0,58.5,55.8125,NaN,12
45.5,0,NaN,0,42.375,43.9375,38,12
50.5,-1,-1,0,46.125,48.3125,NaN,12
53.25,-1,1,1,44.375,48.8125,NaN,12
55.25,1,1,1,55.375,55.3125,48,12
55.625,-1,1,1,57.25,56.4375,NaN,12
51.5,0,NaN,0,47.75,49.625,52,12
53.125,-1,1,1,40.625,46.875,NaN,13
48.75,1,-1,1,44.375,46.5625,52,13
55.25,-1,1,1,42.25,48.75,NaN,13
50.75,-1,1,1,46.625,48.6875,NaN,13
48.375,1,-1,1,47.875,48.125,49,13
54.5,0,NaN,0,41.125,47.8125,52,13
45.375,1,1,0,41.625,43.5,47,13
47.5,1,-1,1,38.625,43.0625,42,13
47.75,1,1,0,57.5,52.625,59,13
52,0,NaN,0,39.5,45.75,47,13
45.875,-1,-1,1,45.75,45.8125,NaN,13
46.625,1,-1,1,38.375,42.5,41,13
47.5,0,NaN,0,47.875,47.6875,55,13
47.75,-1,-1,1,52.125,49.9375,NaN,13
47.25,1,-1,1,41.375,44.3125,46,13
52.625,-1,1,1,58.375,55.5,NaN,13
50.625,-1,1,1,50.5,50.5625,NaN,13
48.625,0,NaN,0,42.375,45.5,50,13
53.625,-1,-1,0,46.5,50.0625,NaN,13
52.25,1,-1,0,39.25,45.75,47,13
51.625,0,NaN,0,48.375,50,47,13
54.75,1,1,1,47.25,51,53,13
47.375,-1,-1,1,58.25,52.8125,NaN,13
46.75,0,NaN,0,47.75,47.25,46,13
53.25,1,1,1,58.75,56,53,13
52.125,-1,1,1,48.75,50.4375,NaN,13
44.25,1,-1,1,48.25,46.25,48,13
54.125,-1,-1,0,44.5,49.3125,NaN,13
47.5,-1,1,0,41.5,44.5,NaN,13
46.875,0,NaN,0,39.875,43.375,51,13
53.375,1,1,1,42,47.6875,52,13
51.25,-1,1,1,45.75,48.5,NaN,13
55.375,0,NaN,0,37.625,46.5,56,13
47,0,NaN,0,46.5,46.75,44,13
54.875,-1,1,1,58.125,56.5,NaN,13
50.25,-1,-1,0,58,54.125,NaN,13
50.875,-1,-1,0,42.375,46.625,NaN,13
52.375,0,NaN,0,54.5,53.4375,57,13
53.375,0,NaN,0,38,45.6875,40,13
54.625,1,1,1,58,56.3125,51,13
46.25,-1,-1,1,46.625,46.4375,NaN,13
44.625,0,NaN,0,47.375,46,48,13
54.875,0,NaN,0,58.375,56.625,55,13
46.5,-1,1,0,47.5,47,NaN,13
51.125,1,-1,0,54.625,52.875,48,13
55.875,0,NaN,0,58.5,57.1875,58,13
47.25,1,-1,1,54,50.625,49,13
47.125,-1,1,0,60.875,54,NaN,13
54,-1,1,1,62.375,58.1875,NaN,13
46.875,-1,1,0,60,53.4375,NaN,13
51.25,1,1,1,58.875,55.0625,54,13
48.5,-1,1,0,59.375,53.9375,NaN,13
45.5,1,1,0,59.25,52.375,53,13
48.625,-1,-1,1,48.5,48.5625,NaN,13
48.75,0,NaN,0,54,51.375,52,13
45.125,0,NaN,0,48.75,46.9375,49,13
51.75,1,-1,0,45.5,48.625,43,13
53.75,1,1,1,53.125,53.4375,53,13
46.375,1,-1,1,46.875,46.625,51,13
55.25,1,1,1,55.625,55.4375,47,13
52.875,-1,1,1,62.875,57.875,NaN,13
47.5,1,1,0,51.375,49.4375,50,13
48.5,0,NaN,0,42.125,45.3125,46,13
44.75,0,NaN,0,40.375,42.5625,54,13
50.75,-1,1,1,51.75,51.25,NaN,13
