x1,condition,binchoice,bincorrect,x2,xavg,estim,subj
51.75,1,-1,0,48.25,50,50,5
48.25,1,-1,1,60.5,54.375,54,5
45.125,-1,-1,1,53.5,49.3125,NaN,5
48.625,-1,1,0,60.5,54.5625,NaN,5
53.875,-1,1,1,59.125,56.5,NaN,5
52.875,0,NaN,0,41,46.9375,50,5
46.25,0,NaN,0,54.875,50.5625,52,5
50.375,1,1,1,48,49.1875,45,5
54.625,-1,1,1,41.875,48.25,NaN,5
44.875,1,1,0,54,49.4375,58,5
51.125,0,NaN,0,46.5,48.8125,44,5
52.75,-1,1,1,37.625,45.1875,NaN,5
45.75,-1,1,0,51.625,48.6875,NaN,5
51.75,-1,1,1,44.5,48.125,NaN,5
46,0,NaN,0,62,54,56,5
53,-1,1,1,42.125,47.5625,NaN,5
46.875,0,NaN,0,60,53.4375,55,5
46,-1,1,0,52.625,49.3125,NaN,5
54.5,0,NaN,0,42.375,48.4375,50,5
52.875,0,NaN,0,55.25,54.0625,57,5
53.875,0,NaN,0,41.125,47.5,52,5
53.5,-1,1,1,54.625,54.0625,NaN,5
52.125,1,1,1,54,53.0625,48,5
51.5,0,NaN,0,61.25,56.375,54,5
45.875,-1,1,0,45.375,45.625,NaN,5
54.375,1,1,1,52,53.1875,59,5
46.625,0,NaN,0,54.75,50.6875,54,5
54.25,-1,1,1,45.25,49.75,NaN,5
48.125,1,-1,1,57.25,52.6875,57,5
51,-1,1,1,53.5,52.25,NaN,5
45.125,0,NaN,0,39,42.0625,49,5
47.75,0,NaN,0,44.25,46,56,5
55,1,1,1,61.125,58.0625,57,5
51.875,0,NaN,0,57.125,54.5,55,5
47.375,1,1,0,61.875,54.625,58,5
46.625,1,-1,1,61.625,54.125,53,5
53,-1,1,1,52.75,52.875,NaN,5
46.125,1,1,0,46.25,46.1875,52,5
52,0,NaN,0,46.5,49.25,53,5
45.875,1,-1,1,46,45.9375,44,5
44.875,-1,1,0,57.125,51,NaN,5
54.375,0,NaN,0,47.875,51.125,54,5
45.875,0,NaN,0,61.125,53.5,58,5
45.125,-1,-1,1,59.875,52.5,NaN,5
47.125,-1,-1,1,59.25,53.1875,NaN,5
44.875,1,-1,1,60.875,52.875,55,5
47.75,0,NaN,0,59.625,53.6875,55,5
50.5,0,NaN,0,57.25,53.875,47,5
51,-1,1,1,54.625,52.8125,NaN,5
54.375,1,1,1,52.5,53.4375,55,5
46.125,1,1,0,58.625,52.375,58,5
46.875,-1,-1,1,54.5,50.6875,NaN,5
47.5,0,NaN,0,39.5,43.5,42,5
51.125,1,-1,0,45.625,48.375,44,5
44.25,1,-1,1,45.875,45.0625,48,5
50.5,1,-1,0,62.25,56.375,44,5
51.75,1,-1,0,60.5,56.125,41,5
53.125,-1,-1,0,58.5,55.8125,NaN,5
45.5,0,NaN,0,42.375,43.9375,44,5
50.5,-1,1,1,46.125,48.3125,NaN,5
53.25,-1,1,1,44.375,48.8125,NaN,5
55.25,1,1,1,55.375,55.3125,57,5
55.625,-1,1,1,57.25,56.4375,NaN,5
51.5,0,NaN,0,47.75,49.625,46,5
53.125,-1,1,1,40.625,46.875,NaN,6
48.75,1,1,0,44.375,46.5625,52,6
55.25,-1,1,1,42.25,48.75,NaN,6
50.75,-1,-1,0,46.625,48.6875,NaN,6
48.375,1,1,0,47.875,48.125,58,6
54.5,0,NaN,0,41.125,47.8125,51,6
45.375,1,-1,1,41.625,43.5,44,6
47.5,1,-1,1,38.625,43.0625,61,6
47.75,1,1,0,57.5,52.625,59,6
52,0,NaN,0,39.5,45.75,60,6
45.875,-1,-1,1,45.75,45.8125,NaN,6
46.625,1,1,0,38.375,42.5,44,6
47.5,0,NaN,0,47.875,47.6875,47,6
47.75,-1,1,0,52.125,49.9375,NaN,6
47.25,1,1,0,41.375,44.3125,36,6
52.625,-1,-1,0,58.375,55.5,NaN,6
50.625,-1,1,1,50.5,50.5625,NaN,6
48.625,0,NaN,0,42.375,45.5,49,6
53.625,-1,1,1,46.5,50.0625,NaN,6
52.25,1,1,1,39.25,45.75,48,6
51.625,0,NaN,0,48.375,50,57,6
54.75,1,1,1,47.25,51,57,6
47.375,-1,1,0,58.25,52.8125,NaN,6
46.75,0,NaN,0,47.75,47.25,53,6
53.25,1,-1,0,58.75,56,51,6
52.125,-1,1,1,48.75,50.4375,NaN,6
44.25,1,1,0,48.25,46.25,65,6
54.125,-1,1,1,44.5,49.3125,NaN,6
47.5,-1,1,0,41.5,44.5,NaN,6
46.875,0,NaN,0,39.875,43.375,46,6
53.375,1,1,1,42,47.6875,57,6
51.25,-1,-1,0,45.75,48.5,NaN,6
55.375,0,NaN,0,37.625,46.5,50,6
47,0,NaN,0,46.5,46.75,55,6
54.875,-1,1,1,58.125,56.5,NaN,6
50.25,-1,1,1,58,54.125,NaN,6
50.875,-1,1,1,42.375,46.625,NaN,6
52.375,0,NaN,0,54.5,53.4375,60,6
53.375,0,NaN,0,38,45.6875,58,6
54.625,1,1,1,58,56.3125,61,6
46.25,-1,-1,1,46.625,46.4375,NaN,6
44.625,0,NaN,0,47.375,46,51,6
54.875,0,NaN,0,58.375,56.625,55,6
46.5,-1,1,0,47.5,47,NaN,6
51.125,1,1,1,54.625,52.875,51,6
55.875,0,NaN,0,58.5,57.1875,49,6
47.25,1,-1,1,54,50.625,50,6
47.125,-1,-1,1,60.875,54,NaN,6
54,-1,-1,0,62.375,58.1875,NaN,6
46.875,-1,1,0,60,53.4375,NaN,6
51.25,1,1,1,58.875,55.0625,58,6
48.5,-1,1,0,59.375,53.9375,NaN,6
45.5,1,1,0,59.25,52.375,52,6
48.625,-1,1,0,48.5,48.5625,NaN,6
48.75,0,NaN,0,54,51.375,49,6
45.125,0,NaN,0,48.75,46.9375,47,6
51.75,1,-1,0,45.5,48.625,48,6
53.75,1,1,1,53.125,53.4375,49,6
46.375,1,1,0,46.875,46.625,51,6
55.25,1,1,1,55.625,55.4375,63,6
52.875,-1,1,1,62.875,57.875,NaN,6
47.5,1,1,0,51.375,49.4375,53,6
48.5,0,NaN,0,42.125,45.3125,54,6
44.75,0,NaN,0,40.375,42.5625,63,6
50.75,-1,1,1,51.75,51.25,NaN,6
51.125,1,-1,0,57.625,54.375,51,6
53.625,1,1,1,46.625,50.125,47,6
48,0,NaN,0,46.375,47.1875,52,6
53.25,0,NaN,0,53.5,53.375,66,6
48.625,-1,1,0,62.375,55.5,NaN,6
47,-1,-1,1,39.875,43.4375,NaN,6
54.625,0,NaN,0,58.75,56.6875,57,6
52.5,-1,-1,0,58.25,55.375,NaN,6
54.625,-1,1,1,57.75,56.1875,NaN,6
53.75,-1,-1,0,59.875,56.8125,NaN,6
55.375,1,1,1,47.125,51.25,60,6
47.25,1,1,0,44.75,46,53,6
50.75,-1,1,1,58,54.375,NaN,6
51.5,0,NaN,0,42.25,46.875,56,6
45.25,-1,-1,1,46.125,45.6875,NaN,6
52.25,-1,-1,0,44.875,48.5625,NaN,6
52.875,1,1,1,62.5,57.6875,52,6
47.5,-1,-1,1,42.125,44.8125,NaN,6
54.625,0,NaN,0,37.25,45.9375,51,6
45.5,1,1,0,40.5,43,45,6
44.375,1,1,0,37.625,41,47,6
44.5,0,NaN,0,40.625,42.5625,51,6
51.875,-1,1,1,44.625,48.25,NaN,6
48.25,-1,1,0,57.5,52.875,NaN,6
54.125,1,1,1,53.5,53.8125,58,6
46.875,1,-1,1,61.5,54.1875,54,6
45.875,-1,-1,1,58.625,52.25,NaN,6
48.625,1,1,0,38.125,43.375,49,6
54.125,0,NaN,0,55.75,54.9375,48,6
48,1,1,0,52.25,50.125,51,6
54.375,1,-1,0,54.375,54.375,49,6
51.625,-1,1,1,52.25,51.9375,NaN,6
51,0,NaN,0,47.75,49.375,44,6
51.25,-1,1,1,61.25,56.25,NaN,6
52.125,-1,1,1,39.625,45.875,NaN,6
55,-1,1,1,46.5,50.75,NaN,6
53.375,-1,1,1,40.625,47,NaN,6
47,-1,1,0,55.125,51.0625,NaN,6
55.25,0,NaN,0,51,53.125,42,6
47.625,1,1,0,59.375,53.5,49,6
47.875,-1,-1,1,57.625,52.75,NaN,6
47.75,0,NaN,0,46.625,47.1875,51,6
51.75,1,-1,0,55,53.375,49,6
54.5,-1,-1,0,41.375,47.9375,NaN,6
52,0,NaN,0,58.875,55.4375,52,6
47.125,0,NaN,0,42.5,44.8125,49,6
44.625,1,-1,1,46.125,45.375,48,6
55.25,0,NaN,0,48.125,51.6875,50,6
45.875,0,NaN,0,38.875,42.375,47,6
47.75,-1,-1,1,54,50.875,NaN,6
48,-1,-1,1,51.5,49.75,NaN,6
48.75,0,NaN,0,54.125,51.4375,49,6
54,-1,-1,0,40.25,47.125,NaN,6
51.875,0,NaN,0,41.375,46.625,51,6
44.375,-1,-1,1,61.125,52.75,NaN,6
46,1,1,0,60.625,53.3125,56,6
54.25,1,1,1,53.75,54,54,6
53.125,0,NaN,0,60.875,57,58,6
52.875,0,NaN,0,47.375,50.125,49,6
54.625,1,-1,0,50.875,52.75,47,6
52.125,-1,1,1,60.375,56.25,NaN,6
51.25,0,NaN,0,62.875,57.0625,53,6
48.5,-1,-1,1,42.75,45.625,NaN,6
50.75,1,1,1,48.25,49.5,53,6
45.875,0,NaN,0,50.5,48.1875,49,6
47.625,-1,1,0,40.5,44.0625,NaN,6
47.25,1,1,0,59.125,53.1875,49,6
48.5,-1,1,0,47.5,48,NaN,6
45.25,1,1,0,46.875,46.0625,58,6
50.5,0,NaN,0,48.75,49.625,54,6
47.125,0,NaN,0,61.375,54.25,61,6
55.125,-1,-1,0,44.75,49.9375,NaN,6
45.5,0,NaN,0,53.25,49.375,52,6
45.5,1,-1,1,57.125,51.3125,51,6
51.25,1,1,1,58.125,54.6875,53,6
54.625,-1,1,1,39.125,46.875,NaN,6
50.625,-1,-1,0,59.375,55,NaN,6
44.5,-1,1,0,59.25,51.875,NaN,6
46.125,-1,-1,1,60.625,53.375,NaN,6
54.125,0,NaN,0,50.5,52.3125,48,6
45.875,0,NaN,0,61.125,53.5,58,6
44.5,-1,1,0,37.75,41.125,NaN,6
51.25,-1,1,1,58.25,54.75,NaN,6
44.75,0,NaN,0,58.125,51.4375,54,6
51.25,-1,1,1,54.125,52.6875,NaN,6
45.75,1,1,0,50.375,48.0625,57,6
50.25,-1,1,1,59.75,55,NaN,6
54,1,1,1,39.5,46.75,50,6
53,-1,1,1,53,53,NaN,6
54.125,1,1,1,51.25,52.6875,56,6
46.125,1,-1,1,59.75,52.9375,58,6
52.125,1,1,1,55.25,53.6875,52,6
47.625,0,NaN,0,57.75,52.6875,54,6
50.375,0,NaN,0,46,48.1875,46,6
55.875,-1,1,1,37.5,46.6875,NaN,6
53.75,-1,1,1,45.375,49.5625,NaN,6
48.125,1,-1,1,57.125,52.625,55,6
55.25,-1,1,1,62.875,59.0625,NaN,6
51.75,-1,1,1,38.625,45.1875,NaN,6
55,1,1,1,41.25,48.125,54,6
48.375,1,1,0,45,46.6875,51,6
52.75,-1,1,1,57.375,55.0625,NaN,6
47.375,-1,1,0,40.375,43.875,NaN,6
52.125,-1,1,1,53,52.5625,NaN,6
45.5,0,NaN,0,53.375,49.4375,43,6
54,0,NaN,0,45,49.5,54,6
44.5,-1,-1,1,58.5,51.5,NaN,6
52.125,-1,1,1,57.5,54.8125,NaN,6
54.5,0,NaN,0,46.75,50.625,56,6
54.625,-1,-1,0,47.375,51,NaN,6
48.625,-1,-1,1,44.75,46.6875,NaN,6
48.25,-1,1,0,45.5,46.875,NaN,6
47.25,0,NaN,0,45.375,46.3125,57,6
53.125,0,NaN,0,40.75,46.9375,52,6
44.375,1,1,0,50.125,47.25,49,6
48.25,1,1,0,44.625,46.4375,54,6
47.25,-1,-1,1,48.75,48,NaN,6
47,-1,-1,1,54.625,50.8125,NaN,6
48.5,-1,1,0,58.125,53.3125,NaN,6
55.125,0,NaN,0,38.25,46.6875,44,6
45.625,-1,-1,1,53.5,49.5625,NaN,6
50.625,-1,-1,0,48.5,49.5625,NaN,6
54.25,-1,1,1,44.5,49.375,NaN,6
48.5,0,NaN,0,57.375,52.9375,59,6
50.25,0,NaN,0,58,54.125,55,6
54.25,-1,1,1,45,49.625,NaN,6
46.875,-1,1,0,51.75,49.3125,NaN,6
48.25,-1,1,0,37.75,43,NaN,6
54.625,-1,1,1,42.375,48.5,NaN,6
48.5,-1,-1,1,44.5,46.5,NaN,6
50.625,0,NaN,0,61.875,56.25,51,6
47,-1,1,0,62,54.5,NaN,6
48.625,-1,-1,1,62.375,55.5,NaN,6
52.25,-1,-1,0,42.75,47.5,NaN,6
45,0,NaN,0,42.875,43.9375,46,6
46.125,0,NaN,0,44.125,45.125,49,6
47.25,1,-1,1,59.875,53.5625,50,6
47.25,1,1,0,46.375,46.8125,49,6
54.125,-1,-1,0,62.75,58.4375,NaN,6
52.625,-1,1,1,60,56.3125,NaN,6
50.875,-1,-1,0,45.375,48.125,NaN,6
45.5,-1,1,0,51.875,48.6875,NaN,6
46.625,1,1,0,45.25,45.9375,47,6
50.375,0,NaN,0,47.25,48.8125,54,6
47.875,1,1,0,47.625,47.75,49,6
46.625,1,1,0,44.125,45.375,51,6
47.625,-1,1,0,57.625,52.625,NaN,6
45,-1,-1,1,47.375,46.1875,NaN,6
44.875,-1,-1,1,40.125,42.5,NaN,6
47.5,0,NaN,0,38.5,43,42,6
44.625,0,NaN,0,57.25,50.9375,48,6
53.875,1,-1,0,50.625,52.25,38,6
52.25,-1,-1,0,52.125,52.1875,NaN,6
55.125,0,NaN,0,45.25,50.1875,53,6
53.625,0,NaN,0,46.625,50.125,34,6
51.875,-1,1,1,39.125,45.5,NaN,6
53.25,-1,1,1,53.125,53.1875,NaN,6
54.5,0,NaN,0,57.875,56.1875,57,6
44.125,-1,-1,1,59.375,51.75,NaN,6
47.375,-1,-1,1,38.75,43.0625,NaN,6
46.625,0,NaN,0,58.5,52.5625,55,6
44.75,-1,-1,1,52.25,48.5,NaN,6
47,0,NaN,0,46.125,46.5625,42,6
54,1,1,1,60.75,57.375,59,6
53.5,0,NaN,0,48,50.75,59,6
45.625,-1,-1,1,55.5,50.5625,NaN,6
55.125,-1,1,1,61.75,58.4375,NaN,6
47.375,0,NaN,0,37.5,42.4375,43,6
45.5,1,-1,1,58.25,51.875,60,6
45.5,0,NaN,0,53.25,49.375,50,6
53.875,1,-1,0,59.625,56.75,53,6
51.75,1,-1,0,48.25,50,48,6
48.25,1,-1,1,60.5,54.375,54,6
45.125,-1,-1,1,53.5,49.3125,NaN,6
48.625,-1,-1,1,60.5,54.5625,NaN,6
53.875,-1,1,1,59.125,56.5,NaN,6
52.875,0,NaN,0,41,46.9375,54,6
46.25,0,NaN,0,54.875,50.5625,56,6
50.375,1,1,1,48,49.1875,48,6
54.625,-1,1,1,41.875,48.25,NaN,6
44.875,1,-1,1,54,49.4375,51,6
51.125,0,NaN,0,46.5,48.8125,45,6
52.75,-1,-1,0,37.625,45.1875,NaN,6
45.75,-1,-1,1,51.625,48.6875,NaN,6
51.75,-1,1,1,44.5,48.125,NaN,6
46,0,NaN,0,62,54,57,6
53,-1,1,1,42.125,47.5625,NaN,6
46.875,0,NaN,0,60,53.4375,56,6
46,-1,-1,1,52.625,49.3125,NaN,6
54.5,0,NaN,0,42.375,48.4375,44,6
52.875,0,NaN,0,55.25,54.0625,39,6
53.875,0,NaN,0,41.125,47.5,40,6
53.5,-1,-1,0,54.625,54.0625,NaN,6
52.125,1,1,1,54,53.0625,48,6
51.5,0,NaN,0,61.25,56.375,51,6
45.875,-1,1,0,45.375,45.625,NaN,6
54.375,1,1,1,52,53.1875,43,6
46.625,0,NaN,0,54.75,50.6875,46,6
54.25,-1,1,1,45.25,49.75,NaN,6
48.125,1,1,0,57.25,52.6875,53,6
51,-1,-1,0,53.5,52.25,NaN,6
45.125,0,NaN,0,39,42.0625,42,6
47.75,0,NaN,0,44.25,46,46,6
55,1,1,1,61.125,58.0625,64,6
51.875,0,NaN,0,57.125,54.5,51,6
47.375,1,1,0,61.875,54.625,55,6
46.625,1,-1,1,61.625,54.125,48,6
53,-1,-1,0,52.75,52.875,NaN,6
46.125,1,-1,1,46.25,46.1875,51,6
52,0,NaN,0,46.5,49.25,45,6
45.875,1,-1,1,46,45.9375,50,6
44.875,-1,1,0,57.125,51,NaN,6
54.375,0,NaN,0,47.875,51.125,49,6
45.875,0,NaN,0,61.125,53.5,50,6
45.125,-1,-1,1,59.875,52.5,NaN,6
47.125,-1,-1,1,59.25,53.1875,NaN,6
44.875,1,-1,1,60.875,52.875,56,6
47.75,0,NaN,0,59.625,53.6875,51,6
50.5,0,NaN,0,57.25,53.875,55,6
51,-1,1,1,54.625,52.8125,NaN,6
54.375,1,-1,0,52.5,53.4375,59,6
46.125,1,1,0,58.625,52.375,57,6
46.875,-1,1,0,54.5,50.6875,NaN,6
47.5,0,NaN,0,39.5,43.5,51,6
51.125,1,-1,0,45.625,48.375,42,6
44.25,1,-1,1,45.875,45.0625,51,6
50.5,1,1,1,62.25,56.375,60,6
51.75,1,1,1,60.5,56.125,54,6
53.125,-1,1,1,58.5,55.8125,NaN,6
45.5,0,NaN,0,42.375,43.9375,45,6
50.5,-1,1,1,46.125,48.3125,NaN,6
53.25,-1,1,1,44.375,48.8125,NaN,6
55.25,1,1,1,55.375,55.3125,51,6
55.625,-1,1,1,57.25,56.4375,NaN,6
51.5,0,NaN,0,47.75,49.625,48,6
53.125,-1,1,1,40.625,46.875,NaN,7
48.75,1,1,0,44.375,46.5625,70,7
55.25,-1,1,1,42.25,48.75,NaN,7
50.75,-1,1,1,46.625,48.6875,NaN,7
48.375,1,-1,1,47.875,48.125,56,7
54.5,0,NaN,0,41.125,47.8125,64,7
45.375,1,1,0,41.625,43.5,60,7
47.5,1,-1,1,38.625,43.0625,43,7
47.75,1,1,0,57.5,52.625,66,7
52,0,NaN,0,39.5,45.75,48,7
45.875,-1,1,0,45.75,45.8125,NaN,7
46.625,1,-1,1,38.375,42.5,41,7
47.5,0,NaN,0,47.875,47.6875,40,7
47.75,-1,1,0,52.125,49.9375,NaN,7
47.25,1,-1,1,41.375,44.3125,49,7
52.625,-1,1,1,58.375,55.5,NaN,7
50.625,-1,1,1,50.5,50.5625,NaN,7
48.625,0,NaN,0,42.375,45.5,56,7
53.625,-1,1,1,46.5,50.0625,NaN,7
52.25,1,1,1,39.25,45.75,54,7
51.625,0,NaN,0,48.375,50,39,7
54.75,1,1,1,47.25,51,50,7
47.375,-1,-1,1,58.25,52.8125,NaN,7
46.75,0,NaN,0,47.75,47.25,38,7
53.25,1,1,1,58.75,56,61,7
52.125,-1,1,1,48.75,50.4375,NaN,7
44.25,1,-1,1,48.25,46.25,33,7
54.125,-1,-1,0,44.5,49.3125,NaN,7
47.5,-1,1,0,41.5,44.5,NaN,7
46.875,0,NaN,0,39.875,43.375,36,7
53.375,1,1,1,42,47.6875,59,7
51.25,-1,1,1,45.75,48.5,NaN,7
55.375,0,NaN,0,37.625,46.5,53,7
47,0,NaN,0,46.5,46.75,40,7
54.875,-1,1,1,58.125,56.5,NaN,7
50.25,-1,-1,0,58,54.125,NaN,7
50.875,-1,-1,0,42.375,46.625,NaN,7
52.375,0,NaN,0,54.5,53.4375,49,7
53.375,0,NaN,0,38,45.6875,52,7
54.625,1,1,1,58,56.3125,59,7
46.25,-1,-1,1,46.625,46.4375,NaN,7
44.625,0,NaN,0,47.375,46,49,7
54.875,0,NaN,0,58.375,56.625,59,7
46.5,-1,1,0,47.5,47,NaN,7
51.125,1,-1,0,54.625,52.875,46,7
55.875,0,NaN,0,58.5,57.1875,58,7
47.25,1,-1,1,54,50.625,53,7
47.125,-1,1,0,60.875,54,NaN,7
54,-1,-1,0,62.375,58.1875,NaN,7
46.875,-1,-1,1,60,53.4375,NaN,7
51.25,1,1,1,58.875,55.0625,54,7
48.5,-1,1,0,59.375,53.9375,NaN,7
45.5,1,-1,1,59.25,52.375,50,7
48.625,-1,1,0,48.5,48.5625,NaN,7
48.75,0,NaN,0,54,51.375,48,7
45.125,0,NaN,0,48.75,46.9375,38,7
51.75,1,-1,0,45.5,48.625,41,7
53.75,1,1,1,53.125,53.4375,55,7
46.375,1,-1,1,46.875,46.625,49,7
55.25,1,1,1,55.625,55.4375,58,7
52.875,-1,1,1,62.875,57.875,NaN,7
47.5,1,1,0,51.375,49.4375,60,7
48.5,0,NaN,0,42.125,45.3125,51,7
44.75,0,NaN,0,40.375,42.5625,39,7
50.75,-1,1,1,51.75,51.25,NaN,7
51.125,1,-1,0,57.625,54.375,50,7
53.625,1,1,1,46.625,50.125,61,7
48,0,NaN,0,46.375,47.1875,57,7
53.25,0,NaN,0,53.5,53.375,57,7
48.625,-1,1,0,62.375,55.5,NaN,7
47,-1,1,0,39.875,43.4375,NaN,7
54.625,0,NaN,0,58.75,56.6875,62,7
52.5,-1,1,1,58.25,55.375,NaN,7
54.625,-1,1,1,57.75,56.1875,NaN,7
53.75,-1,-1,0,59.875,56.8125,NaN,7
55.375,1,1,1,47.125,51.25,52,7
47.25,1,1,0,44.75,46,44,7
50.75,-1,1,1,58,54.375,NaN,7
51.5,0,NaN,0,42.25,46.875,48,7
45.25,-1,1,0,46.125,45.6875,NaN,7
52.25,-1,-1,0,44.875,48.5625,NaN,7
52.875,1,1,1,62.5,57.6875,66,7
47.5,-1,1,0,42.125,44.8125,NaN,7
54.625,0,NaN,0,37.25,45.9375,47,7
45.5,1,-1,1,40.5,43,48,7
44.375,1,-1,1,37.625,41,39,7
44.5,0,NaN,0,40.625,42.5625,38,7
51.875,-1,1,1,44.625,48.25,NaN,7
48.25,-1,1,0,57.5,52.875,NaN,7
54.125,1,1,1,53.5,53.8125,51,7
46.875,1,-1,1,61.5,54.1875,44,7
45.875,-1,-1,1,58.625,52.25,NaN,7
48.625,1,-1,1,38.125,43.375,42,7
54.125,0,NaN,0,55.75,54.9375,49,7
48,1,1,0,52.25,50.125,56,7
54.375,1,1,1,54.375,54.375,56,7
51.625,-1,1,1,52.25,51.9375,NaN,7
51,0,NaN,0,47.75,49.375,48,7
51.25,-1,1,1,61.25,56.25,NaN,7
52.125,-1,1,1,39.625,45.875,NaN,7
55,-1,1,1,46.5,50.75,NaN,7
53.375,-1,1,1,40.625,47,NaN,7
47,-1,1,0,55.125,51.0625,NaN,7
55.25,0,NaN,0,51,53.125,40,7
47.625,1,1,0,59.375,53.5,57,7
47.875,-1,1,0,57.625,52.75,NaN,7
47.75,0,NaN,0,46.625,47.1875,52,7
51.75,1,-1,0,55,53.375,42,7
54.5,-1,1,1,41.375,47.9375,NaN,7
52,0,NaN,0,58.875,55.4375,48,7
47.125,0,NaN,0,42.5,44.8125,45,7
44.625,1,-1,1,46.125,45.375,43,7
55.25,0,NaN,0,48.125,51.6875,55,7
45.875,0,NaN,0,38.875,42.375,38,7
47.75,-1,-1,1,54,50.875,NaN,7
48,-1,-1,1,51.5,49.75,NaN,7
48.75,0,NaN,0,54.125,51.4375,52,7
54,-1,1,1,40.25,47.125,NaN,7
51.875,0,NaN,0,41.375,46.625,45,7
44.375,-1,-1,1,61.125,52.75,NaN,7
46,1,1,0,60.625,53.3125,55,7
54.25,1,1,1,53.75,54,55,7
53.125,0,NaN,0,60.875,57,61,7
52.875,0,NaN,0,47.375,50.125,57,7
54.625,1,1,1,50.875,52.75,63,7
52.125,-1,1,1,60.375,56.25,NaN,7
51.25,0,NaN,0,62.875,57.0625,58,7
48.5,-1,-1,1,42.75,45.625,NaN,7
50.75,1,-1,0,48.25,49.5,52,7
45.875,0,NaN,0,50.5,48.1875,40,7
47.625,-1,-1,1,40.5,44.0625,NaN,7
47.25,1,-1,1,59.125,53.1875,59,7
48.5,-1,1,0,47.5,48,NaN,7
45.25,1,-1,1,46.875,46.0625,48,7
50.5,0,NaN,0,48.75,49.625,44,7
47.125,0,NaN,0,61.375,54.25,60,7
55.125,-1,1,1,44.75,49.9375,NaN,7
45.5,0,NaN,0,53.25,49.375,47,7
45.5,1,1,0,57.125,51.3125,48,7
51.25,1,1,1,58.125,54.6875,44,7
54.625,-1,1,1,39.125,46.875,NaN,7
50.625,-1,1,1,59.375,55,NaN,7
44.5,-1,-1,1,59.25,51.875,NaN,7
46.125,-1,-1,1,60.625,53.375,NaN,7
54.125,0,NaN,0,50.5,52.3125,58,7
45.875,0,NaN,0,61.125,53.5,48,7
44.5,-1,-1,1,37.75,41.125,NaN,7
51.25,-1,-1,0,58.25,54.75,NaN,7
44.75,0,NaN,0,58.125,51.4375,55,7
51.25,-1,1,1,54.125,52.6875,NaN,7
45.75,1,1,0,50.375,48.0625,45,7
50.25,-1,-1,0,59.75,55,NaN,7
54,1,-1,0,39.5,46.75,36,7
53,-1,-1,0,53,53,NaN,7
54.125,1,1,1,51.25,52.6875,64,7
46.125,1,1,0,59.75,52.9375,53,7
52.125,1,1,1,55.25,53.6875,59,7
47.625,0,NaN,0,57.75,52.6875,61,7
50.375,0,NaN,0,46,48.1875,47,7
55.875,-1,1,1,37.5,46.6875,NaN,7
53.75,-1,1,1,45.375,49.5625,NaN,7
48.125,1,1,0,57.125,52.625,53,7
55.25,-1,1,1,62.875,59.0625,NaN,7
51.75,-1,1,1,38.625,45.1875,NaN,7
55,1,1,1,41.25,48.125,46,7
48.375,1,1,0,45,46.6875,62,7
52.75,-1,1,1,57.375,55.0625,NaN,7
47.375,-1,1,0,40.375,43.875,NaN,7
52.125,-1,1,1,53,52.5625,NaN,7
45.5,0,NaN,0,53.375,49.4375,40,7
54,0,NaN,0,45,49.5,51,7
44.5,-1,-1,1,58.5,51.5,NaN,7
52.125,-1,1,1,57.5,54.8125,NaN,7
54.5,0,NaN,0,46.75,50.625,50,7
54.625,-1,1,1,47.375,51,NaN,7
48.625,-1,1,0,44.75,46.6875,NaN,7
48.25,-1,1,0,45.5,46.875,NaN,7
47.25,0,NaN,0,45.375,46.3125,47,7
53.125,0,NaN,0,40.75,46.9375,43,7
44.375,1,1,0,50.125,47.25,58,7
48.25,1,-1,1,44.625,46.4375,40,7
47.25,-1,-1,1,48.75,48,NaN,7
47,-1,-1,1,54.625,50.8125,NaN,7
48.5,-1,-1,1,58.125,53.3125,NaN,7
55.125,0,NaN,0,38.25,46.6875,42,7
45.625,-1,-1,1,53.5,49.5625,NaN,7
50.625,-1,-1,0,48.5,49.5625,NaN,7
54.25,-1,-1,0,44.5,49.375,NaN,7
48.5,0,NaN,0,57.375,52.9375,44,7
50.25,0,NaN,0,58,54.125,48,7
54.25,-1,1,1,45,49.625,NaN,7
46.875,-1,1,0,51.75,49.3125,NaN,7
48.25,-1,1,0,37.75,43,NaN,7
54.625,-1,1,1,42.375,48.5,NaN,7
48.5,-1,-1,1,44.5,46.5,NaN,7
50.625,0,NaN,0,61.875,56.25,56,7
47,-1,-1,1,62,54.5,NaN,7
48.625,-1,1,0,62.375,55.5,NaN,7
52.25,-1,-1,0,42.75,47.5,NaN,7
45,0,NaN,0,42.875,43.9375,44,7
46.125,0,NaN,0,44.125,45.125,38,7
47.25,1,-1,1,59.875,53.5625,39,7
47.25,1,1,0,46.375,46.8125,48,7
54.125,-1,1,1,62.75,58.4375,NaN,7
52.625,-1,1,1,60,56.3125,NaN,7
50.875,-1,1,1,45.375,48.125,NaN,7
45.5,-1,-1,1,51.875,48.6875,NaN,7
46.625,1,-1,1,45.25,45.9375,41,7
50.375,0,NaN,0,47.25,48.8125,60,7
47.875,1,-1,1,47.625,47.75,53,7
46.625,1,1,0,44.125,45.375,57,7
47.625,-1,1,0,57.625,52.625,NaN,7
45,-1,-1,1,47.375,46.1875,NaN,7
44.875,-1,-1,1,40.125,42.5,NaN,7
47.5,0,NaN,0,38.5,43,46,7
44.625,0,NaN,0,57.25,50.9375,50,7
53.875,1,1,1,50.625,52.25,54,7
